pays;reseau;nom;cle;N;Nobs;manquant;p60;p300;p600;dispersion;annulJour;arretsSupprJour;jours;verdict;motif
Allemagne;de_gtfsde;;de_gtfsde|286910;13.8;10;27;40;77.5;85;45;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 10.0 < 15
Etats-Unis;us_mta_lirr;;us_mta_lirr|100;13.4;10;25;44;86;96;52;0.6;0;5;REJETEE;identite non resolue , present 5 jours sur 6 , volume observe 10.0 < 15
Allemagne;de_gtfsde;;de_gtfsde|255174;45.8;9.8;79;35.9;82.1;94.9;59;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 9.8 < 15
Pays-Bas;nl_ovapi;Deventer Colmschate;nl_ovapi|deventercolmschate@52.25,6.22;34.5;9.8;72;59;89.7;97.4;38.5;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 9.8 < 15
Pays-Bas;nl_ovapi;Rijssen;nl_ovapi|rijssen@52.31,6.52;34.5;9.8;72;69.2;89.7;94.9;25.6;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 9.8 < 15
Allemagne;de_gtfsde;;de_gtfsde|501567;30.5;9.8;68;43.6;66.7;82.1;38.5;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 9.8 < 15
Allemagne;de_gtfsde;;de_gtfsde|492485;23;9.8;58;30.8;74.4;94.9;64.1;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 9.8 < 15
Allemagne;de_gtfsde;;de_gtfsde|102528;22.8;9.8;57;43.6;66.7;92.3;48.7;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 9.8 < 15
Allemagne;de_gtfsde;;de_gtfsde|605202;22.5;9.8;57;56.4;84.6;87.2;30.8;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 9.8 < 15
Allemagne;de_gtfsde;;de_gtfsde|99291;22;9.8;56;59;87.2;87.2;28.2;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 9.8 < 15
Allemagne;de_gtfsde;;de_gtfsde|638657;21.3;9.8;54;51.3;92.3;94.9;43.6;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 9.8 < 15
Etats-Unis;us_mbta;Attleboro;us_mbta|attleboro@41.94,-71.29;21;9.8;53;100;100;100;0;0;0;5;REJETEE;present 5 jours sur 6 , volume observe 9.8 < 15 , trop parfaite : 100 % a moins de 60 s
Allemagne;de_gtfsde;;de_gtfsde|549051;18.8;9.8;48;66.7;97.4;97.4;30.8;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 9.8 < 15
Allemagne;de_gtfsde;;de_gtfsde|87969;18.3;9.8;47;41;69.2;89.7;48.7;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 9.8 < 15
Allemagne;de_gtfsde;;de_gtfsde|45452;18.3;9.8;47;79.5;87.2;94.9;15.4;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 9.8 < 15
Allemagne;de_gtfsde;;de_gtfsde|55303;17.5;9.8;44;69.2;94.9;100;30.8;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 9.8 < 15
Etats-Unis;us_mta_lirr;;us_mta_lirr|205;16.8;9.8;42;59.2;87.8;100;40.8;0;0;5;REJETEE;identite non resolue , present 5 jours sur 6 , volume observe 9.8 < 15
Allemagne;de_gtfsde;;de_gtfsde|169035;16;9.8;39;56.4;84.6;97.4;41;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 9.8 < 15
Allemagne;de_gtfsde;;de_gtfsde|137615;15.8;9.8;38;71.8;100;100;28.2;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 9.8 < 15 , trop parfaite : aucun retard superieur a 5 min
Allemagne;de_gtfsde;;de_gtfsde|25315;15.3;9.8;36;46.2;87.2;100;53.8;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 9.8 < 15
Pays-Bas;nl_ovapi;Veenendaal West;nl_ovapi|veenendaalwest@52.03,5.53;15.2;9.8;36;69.4;98;100;30.6;0;0;5;REJETEE;present 5 jours sur 6 , volume observe 9.8 < 15
Allemagne;de_gtfsde;;de_gtfsde|513203;12;9.8;19;46.2;74.4;89.7;43.6;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 9.8 < 15
France;fr_sncf;Nancy;fr_sncf|UIC87141002;54.3;9.7;82;79.3;84.5;91.4;12.1;0.17;0.17;6;REJETEE;volume observe 9.7 < 15
France;fr_sncf;Sète;fr_sncf|UIC87773200;35;9.7;72;29.3;53.4;60.3;31;0;0.5;6;REJETEE;volume observe 9.7 < 15 , ponctualite 53 % < 60 %
Australie;au_translink_seq;Karrabin station;au_translink_seq|karrabinstation@-27.60,152.71;28.3;9.7;66;60.3;100;100;39.7;0;0;6;REJETEE;volume observe 9.7 < 15 , trop parfaite : aucun retard superieur a 5 min
Pays-Bas;nl_ovapi;Purmerend Overwhere;nl_ovapi|purmerendoverwhere@52.51,4.97;18.8;9.7;49;58.6;94.8;96.6;37.9;0.5;0;6;REJETEE;volume observe 9.7 < 15
Etats-Unis;us_mbta;Sharon;us_mbta|sharon@42.12,-71.18;16.8;9.7;43;100;100;100;0;0;0;6;REJETEE;volume observe 9.7 < 15 , trop parfaite : 100 % a moins de 60 s
France;fr_sncf;Èze;fr_sncf|UIC87756387;53.4;9.6;82;58.3;83.3;89.6;31.3;0.2;0.2;5;REJETEE;present 5 jours sur 6 , volume observe 9.6 < 15
Etats-Unis;us_mbta;Middleborough;us_mbta|middleborough@41.89,-70.92;20.2;9.6;52;100;100;100;0;0;0;5;REJETEE;present 5 jours sur 6 , volume observe 9.6 < 15 , trop parfaite : 100 % a moins de 60 s
Allemagne;de_gtfsde;Peiting Nord;de_gtfsde|peitingnord@47.80,10.93;19.6;9.6;51;45.8;93.8;97.9;52.1;0;0;5;REJETEE;present 5 jours sur 6 , volume observe 9.6 < 15
Allemagne;de_gtfsde;;de_gtfsde|635309;52;9.5;82;68.4;86.8;94.7;26.3;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 9.5 < 15
France;fr_sncf;Tours;fr_sncf|UIC87571000;47.2;9.5;80;84.2;91.2;91.2;7;0.33;0;6;REJETEE;volume observe 9.5 < 15
Etats-Unis;us_mta_mnr;;us_mta_mnr|154;38.3;9.5;75;28.1;77.2;89.5;61.4;0;0;6;REJETEE;identite non resolue , volume observe 9.5 < 15
Pays-Bas;nl_ovapi;Holten;nl_ovapi|holten@52.28,6.42;34.5;9.5;72;76.3;89.5;94.7;18.4;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 9.5 < 15
Allemagne;de_gtfsde;;de_gtfsde|645129;29.3;9.5;68;44.7;84.2;100;55.3;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 9.5 < 15
Australie;au_translink_seq;Thagoona station;au_translink_seq|thagoonastation@-27.63,152.63;26.8;9.5;65;38.6;100;100;61.4;0;0;6;REJETEE;volume observe 9.5 < 15 , trop parfaite : aucun retard superieur a 5 min
Etats-Unis;us_mta_mnr;;us_mta_mnr|98;24;9.5;60;50.9;98.2;100;49.1;0;0;6;REJETEE;identite non resolue , volume observe 9.5 < 15 , ponctualite 98 % > 98 %
Allemagne;de_gtfsde;;de_gtfsde|109906;23;9.5;59;68.4;94.7;100;31.6;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 9.5 < 15
Allemagne;de_gtfsde;;de_gtfsde|159692;21.3;9.5;55;86.8;100;100;13.2;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 9.5 < 15 , trop parfaite : aucun retard superieur a 5 min
Etats-Unis;us_mbta;Boston Landing;us_mbta|bostonlanding@42.36,-71.14;19.2;9.5;50;100;100;100;0;0;0;6;REJETEE;volume observe 9.5 < 15 , trop parfaite : 100 % a moins de 60 s
Allemagne;de_gtfsde;;de_gtfsde|153311;18.5;9.5;49;26.3;55.3;78.9;52.6;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 9.5 < 15 , ponctualite 55 % < 60 %
Allemagne;de_gtfsde;;de_gtfsde|350554;16.3;9.5;42;89.5;100;100;10.5;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 9.5 < 15 , trop parfaite : aucun retard superieur a 5 min
Pays-Bas;nl_ovapi;Sneek;nl_ovapi|sneek@53.03,5.65;16.3;9.5;42;100;100;100;0;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 9.5 < 15 , trop parfaite : 100 % a moins de 60 s
Allemagne;de_gtfsde;;de_gtfsde|414600;16;9.5;41;18.4;76.3;97.4;78.9;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 9.5 < 15
Allemagne;de_gtfsde;;de_gtfsde|141729;15.5;9.5;39;39.5;84.2;92.1;52.6;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 9.5 < 15
Allemagne;de_gtfsde;Salzburg Aiglhof;de_gtfsde|salzburgaiglhof@47.81,13.03;14.3;9.5;34;47.4;93;98.2;50.9;0;0;6;REJETEE;volume observe 9.5 < 15
Pays-Bas;nl_ovapi;Akkrum;nl_ovapi|akkrum@53.05,5.84;13.8;9.5;31;77.2;94.7;98.2;21.1;0;0;6;REJETEE;volume observe 9.5 < 15
Pays-Bas;nl_ovapi;Wolvega;nl_ovapi|wolvega@52.88,6.00;13.7;9.5;30;68.4;94.7;96.5;28.1;0;0;6;REJETEE;volume observe 9.5 < 15
Pays-Bas;nl_ovapi;Veenendaal Centrum;nl_ovapi|veenendaalcentrum@52.02,5.55;15.2;9.4;38;91.5;100;100;8.5;0;0;5;REJETEE;present 5 jours sur 6 , volume observe 9.4 < 15 , trop parfaite : aucun retard superieur a 5 min
Allemagne;de_gtfsde;;de_gtfsde|479553;70.3;9.3;87;83.8;91.9;97.3;13.5;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 9.3 < 15
France;fr_sncf;Mulhouse;fr_sncf|UIC87182063;47;9.3;80;64.3;83.9;87.5;23.2;0;0;6;REJETEE;volume observe 9.3 < 15
Allemagne;de_gtfsde;;de_gtfsde|45525;35;9.3;74;64.9;86.5;91.9;27;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 9.3 < 15
Allemagne;de_gtfsde;;de_gtfsde|503411;24.5;9.3;62;35.1;75.7;86.5;51.4;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 9.3 < 15
Allemagne;de_gtfsde;;de_gtfsde|273389;22.3;9.3;58;43.2;86.5;86.5;43.2;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 9.3 < 15
Allemagne;de_gtfsde;;de_gtfsde|483914;21.8;9.3;57;62.2;91.9;91.9;29.7;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 9.3 < 15
Allemagne;de_gtfsde;;de_gtfsde|37611;19.5;9.3;53;81.1;100;100;18.9;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 9.3 < 15 , trop parfaite : aucun retard superieur a 5 min
Pays-Bas;nl_ovapi;Purmerend;nl_ovapi|purmerend@52.50,4.95;17.5;9.3;47;66.1;94.6;96.4;30.4;0.5;0;6;REJETEE;volume observe 9.3 < 15
Allemagne;de_gtfsde;;de_gtfsde|504367;16.5;9.3;44;64.9;100;100;35.1;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 9.3 < 15 , trop parfaite : aucun retard superieur a 5 min
Etats-Unis;us_mbta;Islington;us_mbta|islington@42.22,-71.18;16.3;9.3;43;100;100;100;0;0;0;6;REJETEE;volume observe 9.3 < 15 , trop parfaite : 100 % a moins de 60 s
Allemagne;de_gtfsde;;de_gtfsde|515015;15.3;9.3;39;54.1;81.1;91.9;37.8;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 9.3 < 15
Allemagne;de_gtfsde;;de_gtfsde|306807;14.5;9.3;36;70.3;94.6;97.3;27;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 9.3 < 15
Allemagne;de_gtfsde;;de_gtfsde|309410;14.5;9.3;36;35.1;62.2;70.3;35.1;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 9.3 < 15
Etats-Unis;us_mta_lirr;;us_mta_lirr|124;13.8;9.3;33;40.5;91.9;100;59.5;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 9.3 < 15
Etats-Unis;us_mta_lirr;;us_mta_lirr|85;13.8;9.3;33;40.5;89.2;100;59.5;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 9.3 < 15
Etats-Unis;us_mbta;Canton Center;us_mbta|cantoncenter@42.16,-71.15;10;9.3;7;100;100;100;0;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 9.3 < 15 , trop parfaite : 100 % a moins de 60 s
France;fr_sncf;Beaulieu-sur-Mer;fr_sncf|UIC87756379;53.8;9.2;83;56.5;84.8;91.3;34.8;0.2;0.2;5;REJETEE;present 5 jours sur 6 , volume observe 9.2 < 15
France;fr_sncf;Montmélian;fr_sncf|UIC87741181;41.8;9.2;78;43.6;69.1;76.4;32.7;0.5;0.5;6;REJETEE;volume observe 9.2 < 15
Allemagne;de_gtfsde;Rollhofen;de_gtfsde|rollhofen@49.54,11.34;20.2;9.2;55;70.9;100;100;29.1;0;0;6;REJETEE;volume observe 9.2 < 15 , trop parfaite : aucun retard superieur a 5 min
Pays-Bas;nl_ovapi;Purmerend Weidevenne;nl_ovapi|purmerendweidevenne@52.50,4.94;17.5;9.2;48;65.5;94.5;96.4;30.9;0.5;0;6;REJETEE;volume observe 9.2 < 15
Allemagne;de_gtfsde;Brilon Wald, Bahnhof;de_gtfsde|brilonwaldbahnhof@51.35,8.58;16.4;9.2;44;78.3;91.3;100;21.7;0;0;5;REJETEE;present 5 jours sur 6 , volume observe 9.2 < 15
Allemagne;de_gtfsde;Norsingen Bahnhof;de_gtfsde|norsingenbahnhof@47.94,7.73;13.4;9.2;31;56.5;91.3;95.7;39.1;0;0;5;REJETEE;present 5 jours sur 6 , volume observe 9.2 < 15
France;fr_sncf;Aix-les-Bains le Revard;fr_sncf|UIC87741132;51.7;9;83;53.7;72.2;83.3;29.6;1;0.33;6;REJETEE;volume observe 9.0 < 15
Etats-Unis;us_mta_mnr;;us_mta_mnr|155;51.3;9;82;25.9;75.9;88.9;63;0;0;6;REJETEE;identite non resolue , volume observe 9.0 < 15
France;fr_sncf;Biganos Facture;fr_sncf|UIC87582478;32.2;9;72;44.4;83.3;92.6;48.1;8.5;5.5;6;REJETEE;volume observe 9.0 < 15
France;fr_sncf;Clermont-Ferrand;fr_sncf|UIC87734004;30.7;9;71;88.9;94.4;96.3;7.4;0;0;6;REJETEE;volume observe 9.0 < 15
Allemagne;de_gtfsde;;de_gtfsde|291767;24.8;9;64;47.2;91.7;97.2;50;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 9.0 < 15
Allemagne;de_gtfsde;;de_gtfsde|427535;24.8;9;64;61.1;88.9;91.7;30.6;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 9.0 < 15
Allemagne;de_gtfsde;;de_gtfsde|101590;24.5;9;63;58.3;86.1;91.7;33.3;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 9.0 < 15
Etats-Unis;us_mta_mnr;;us_mta_mnr|97;24;9;63;51.9;98.1;100;48.1;0;0;6;REJETEE;identite non resolue , volume observe 9.0 < 15 , ponctualite 98 % > 98 %
Etats-Unis;us_mta_mnr;;us_mta_mnr|100;24;9;63;48.1;98.1;100;51.9;0;0;6;REJETEE;identite non resolue , volume observe 9.0 < 15 , ponctualite 98 % > 98 %
Allemagne;de_gtfsde;;de_gtfsde|237021;20;9;55;58.3;88.9;94.4;36.1;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 9.0 < 15
Allemagne;de_gtfsde;;de_gtfsde|168036;18.3;9;51;50;83.3;94.4;44.4;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 9.0 < 15
Etats-Unis;us_mbta;Mansfield;us_mbta|mansfield@42.03,-71.22;18;9;50;100;100;100;0;0;0;6;REJETEE;volume observe 9.0 < 15 , trop parfaite : 100 % a moins de 60 s
France;fr_sncf;Le Méridien La Ferrière;fr_sncf|UIC87721522;17.8;9;49;60;80;88.9;28.9;0;0;5;REJETEE;present 5 jours sur 6 , volume observe 9.0 < 15
France;fr_sncf;Tassin-le-Baraillon;fr_sncf|UIC87698738;17.8;9;49;13.3;86.7;91.1;77.8;0;0;5;REJETEE;present 5 jours sur 6 , volume observe 9.0 < 15
Allemagne;de_gtfsde;;de_gtfsde|359138;17;9;47;58.3;94.4;97.2;38.9;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 9.0 < 15
Etats-Unis;us_mta_lirr;;us_mta_lirr|40;16.6;9;46;48.9;77.8;100;51.1;0;0;5;REJETEE;identite non resolue , present 5 jours sur 6 , volume observe 9.0 < 15
Allemagne;de_gtfsde;Feldkirch;de_gtfsde|feldkirch@47.24,9.60;16.3;9;45;58.3;80.6;94.4;36.1;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 9.0 < 15
Allemagne;de_gtfsde;;de_gtfsde|424322;15.5;9;42;47.2;61.1;86.1;38.9;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 9.0 < 15
Allemagne;de_gtfsde;;de_gtfsde|559728;15.5;9;42;38.9;75;88.9;50;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 9.0 < 15
Allemagne;de_gtfsde;;de_gtfsde|509138;14.8;9;39;8.3;52.8;86.1;77.8;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 9.0 < 15 , ponctualite 53 % < 60 %
Allemagne;de_gtfsde;;de_gtfsde|66334;14.3;9;37;13.9;38.9;50;36.1;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 9.0 < 15 , ponctualite 39 % < 60 %
Pays-Bas;nl_ovapi;Kampen;nl_ovapi|kampen@52.56,5.92;14.3;9;37;100;100;100;0;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 9.0 < 15 , trop parfaite : 100 % a moins de 60 s
Allemagne;de_gtfsde;Handeloh;de_gtfsde|handeloh@53.24,9.84;14;9;36;55.6;84.4;91.1;35.6;0;0;5;REJETEE;present 5 jours sur 6 , volume observe 9.0 < 15
Allemagne;de_gtfsde;;de_gtfsde|648069;13.5;9;33;22.2;63.9;97.2;75;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 9.0 < 15
France;fr_sncf;Lyon-Saint-Paul Quai de Bondy;fr_sncf|UIC87698332;13.4;9;33;100;100;100;0;0;0;5;REJETEE;present 5 jours sur 6 , volume observe 9.0 < 15 , trop parfaite : 100 % a moins de 60 s
Pays-Bas;nl_ovapi;Almere Buiten;nl_ovapi|almerebuiten@52.39,5.28;77;8.8;89;54.3;97.1;100;45.7;0.75;0;4;REJETEE;present 4 jours sur 6 , volume observe 8.8 < 15
Allemagne;de_gtfsde;Knittlingen-Kleinvillars;de_gtfsde|knittlingenkleinvillars@48.99,8.74;27.3;8.8;68;85.7;100;100;14.3;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 8.8 < 15 , trop parfaite : aucun retard superieur a 5 min
France;fr_sncf;Lille Europe;fr_sncf|UIC87223263;27;8.8;68;51.4;71.4;82.9;31.4;0;0.25;4;REJETEE;present 4 jours sur 6 , volume observe 8.8 < 15
Australie;au_translink_seq;Rosewood station;au_translink_seq|rosewoodstation@-27.64,152.59;23.3;8.8;62;79.2;100;100;20.8;0;0;6;REJETEE;volume observe 8.8 < 15 , trop parfaite : aucun retard superieur a 5 min
Allemagne;de_gtfsde;Taben, Bahnhof;de_gtfsde|tabenbahnhof@49.55,6.60;23.2;8.8;62;68.2;90.9;95.5;27.3;0;0;5;REJETEE;present 5 jours sur 6 , volume observe 8.8 < 15
Allemagne;de_gtfsde;Iserl., Letmathe Bf;de_gtfsde|iserlletmathebf@51.36,7.62;20.2;8.8;56;61.4;81.8;90.9;29.5;0;0;5;REJETEE;present 5 jours sur 6 , volume observe 8.8 < 15
Allemagne;de_gtfsde;;de_gtfsde|363441;19.3;8.8;55;77.1;94.3;97.1;20;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 8.8 < 15
Pays-Bas;nl_ovapi;Enschede Kennispark;nl_ovapi|enschedekennispark@52.24,6.84;18.5;8.8;52;60.4;94.3;100;39.6;0;0;6;REJETEE;volume observe 8.8 < 15
Allemagne;de_gtfsde;;de_gtfsde|211196;18;8.8;51;37.1;77.1;82.9;45.7;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 8.8 < 15
France;fr_sncf;Charbonnières-les-Bains;fr_sncf|UIC87721530;17.8;8.8;51;59.1;81.8;88.6;29.5;0;0;5;REJETEE;present 5 jours sur 6 , volume observe 8.8 < 15
Etats-Unis;us_mta_lirr;;us_mta_lirr|179;17.2;8.8;49;45.5;93.2;97.7;52.3;0.6;0;5;REJETEE;identite non resolue , present 5 jours sur 6 , volume observe 8.8 < 15
Etats-Unis;us_mbta;Dedham Corporate Center;us_mbta|dedhamcorporatecenter@42.23,-71.17;16.5;8.8;46;100;100;100;0;0;0;6;REJETEE;volume observe 8.8 < 15 , trop parfaite : 100 % a moins de 60 s
Pays-Bas;nl_ovapi;Sneek Noord;nl_ovapi|sneeknoord@53.04,5.66;16;8.8;45;65.7;100;100;34.3;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 8.8 < 15 , trop parfaite : aucun retard superieur a 5 min
Allemagne;de_gtfsde;;de_gtfsde|63811;15.3;8.8;43;45.7;74.3;85.7;40;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 8.8 < 15
Allemagne;de_gtfsde;;de_gtfsde|32630;15;8.8;42;45.7;77.1;94.3;48.6;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 8.8 < 15
Etats-Unis;us_mbta;Forest Hills;us_mbta|foresthills@42.30,-71.11;14.8;8.8;41;100;100;100;0;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 8.8 < 15 , trop parfaite : 100 % a moins de 60 s
Allemagne;de_gtfsde;;de_gtfsde|64748;14;8.8;38;37.1;85.7;94.3;57.1;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 8.8 < 15
Allemagne;de_gtfsde;;de_gtfsde|410758;13.8;8.8;36;54.3;71.4;80;25.7;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 8.8 < 15
Allemagne;de_gtfsde;;de_gtfsde|474117;13.5;8.8;35;91.4;100;100;8.6;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 8.8 < 15 , trop parfaite : aucun retard superieur a 5 min
Allemagne;de_gtfsde;;de_gtfsde|262633;11.8;8.8;26;14.3;60;97.1;82.9;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 8.8 < 15
Pays-Bas;nl_ovapi;Voorhout;nl_ovapi|voorhout@52.22,4.48;26.2;8.7;67;75;96.2;96.2;21.2;0;0;6;REJETEE;volume observe 8.7 < 15
Etats-Unis;us_mta_mnr;;us_mta_mnr|176;23;8.7;62;50;98.1;100;50;0;0;6;REJETEE;identite non resolue , volume observe 8.7 < 15 , ponctualite 98 % > 98 %
France;fr_sncf;Pessac;fr_sncf|UIC87581751;33.4;8.6;74;46.5;86;93;46.5;10;4.2;5;REJETEE;present 5 jours sur 6 , volume observe 8.6 < 15
France;fr_sncf;L'Arbresle;fr_sncf|UIC87721431;27.4;8.6;69;81.4;95.3;95.3;14;0;0;5;REJETEE;present 5 jours sur 6 , volume observe 8.6 < 15
France;fr_sncf;Casino Lacroix Laval;fr_sncf|UIC87208553;17.8;8.6;52;55.8;81.4;88.4;32.6;0;0;5;REJETEE;present 5 jours sur 6 , volume observe 8.6 < 15
Allemagne;de_gtfsde;Bingen-Gaulsheim;de_gtfsde|bingengaulsheim@49.97,7.95;16.2;8.6;47;23.3;65.1;90.7;67.4;0;0;5;REJETEE;present 5 jours sur 6 , volume observe 8.6 < 15
Allemagne;de_gtfsde;Dortmund Kirchderne Bf;de_gtfsde|dortmundkirchdernebf@51.55,7.51;12;8.6;28;25.6;65.1;81.4;55.8;0;0;5;REJETEE;present 5 jours sur 6 , volume observe 8.6 < 15
France;fr_sncf;Le Mans;fr_sncf|UIC87396002;55.7;8.5;85;54.9;76.5;84.3;29.4;0.67;0;6;REJETEE;volume observe 8.5 < 15
France;fr_sncf;Saint-Étienne Châteaucreux;fr_sncf|UIC87726000;42;8.5;80;86.3;96.1;98;11.8;0.5;0;6;REJETEE;volume observe 8.5 < 15
Etats-Unis;us_mta_mnr;;us_mta_mnr|101;24;8.5;65;49;98;100;51;0;0;6;REJETEE;identite non resolue , volume observe 8.5 < 15 , ponctualite 98 % > 98 %
Allemagne;de_gtfsde;;de_gtfsde|47738;21.8;8.5;61;55.9;82.4;82.4;26.5;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 8.5 < 15
Allemagne;de_gtfsde;;de_gtfsde|388345;21.5;8.5;60;79.4;100;100;20.6;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 8.5 < 15 , trop parfaite : aucun retard superieur a 5 min
Etats-Unis;us_mta_mnr;;us_mta_mnr|165;21.3;8.5;60;33.3;90.2;98;64.7;0;0;6;REJETEE;identite non resolue , volume observe 8.5 < 15
Allemagne;de_gtfsde;;de_gtfsde|135066;21.3;8.5;60;47.1;73.5;79.4;32.4;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 8.5 < 15
Allemagne;de_gtfsde;;de_gtfsde|193337;19.5;8.5;56;58.8;88.2;91.2;32.4;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 8.5 < 15
Allemagne;de_gtfsde;Baltersweiler;de_gtfsde|baltersweiler@49.49,7.17;18.2;8.5;53;49;88.2;96.1;47.1;0;0;6;REJETEE;volume observe 8.5 < 15
Allemagne;de_gtfsde;;de_gtfsde|499594;18;8.5;53;94.1;97.1;100;5.9;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 8.5 < 15
Etats-Unis;us_mbta;Norwood Depot;us_mbta|norwooddepot@42.20,-71.20;16.8;8.5;50;100;100;100;0;0;0;6;REJETEE;volume observe 8.5 < 15 , trop parfaite : 100 % a moins de 60 s
Etats-Unis;us_mbta;Endicott;us_mbta|endicott@42.23,-71.16;16.3;8.5;48;100;100;100;0;0;0;6;REJETEE;volume observe 8.5 < 15 , trop parfaite : 100 % a moins de 60 s
Allemagne;de_gtfsde;;de_gtfsde|609803;15.8;8.5;46;50;76.5;82.4;32.4;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 8.5 < 15
Allemagne;de_gtfsde;;de_gtfsde|286293;14;8.5;39;35.3;64.7;82.4;47.1;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 8.5 < 15
Allemagne;de_gtfsde;;de_gtfsde|560179;12.5;8.5;32;61.8;97.1;97.1;35.3;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 8.5 < 15
France;fr_sncf;Nice Riquier;fr_sncf|UIC87756353;53.8;8.4;84;52.4;83.3;90.5;38.1;0.2;0.2;5;REJETEE;present 5 jours sur 6 , volume observe 8.4 < 15
