pays;reseau;gare;nom;N;ponctualite;fraicheur;distincts;annulesJour;jours;statut;K;verdict;motif
Allemagne;de_gtfsde;gengenbachbahnhof@48.40,8.01;gengenbachbahnhof;62.4;85.1;88.8;43;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;leipzigmiltitzerallee@51.32,12.27;leipzigmiltitzerallee;62.4;95.2;99.3;21;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;okerbahnhof@51.90,10.48;okerbahnhof;62.4;94.7;97.5;20;0;7;titulaire;25;RETENUE;
Etats-Unis;us_mta_mnr;bedfordhills@41.24,-73.70;bedfordhills;62.4;85.8;98.6;37;0;7;titulaire;25;RETENUE;
Pays-Bas;nl_ovapi;hardinxveldblauwezoom@51.83,4.82;hardinxveldblauwezoom;62.3;95.6;95.4;153;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;leipheim@48.45,10.22;leipheim;62.3;81.7;97.8;34;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;rlzheimbahnhof@49.16,8.29;rlzheimbahnhof;62.3;89;96;155;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;kanzembahnhof@49.67,6.57;kanzembahnhof;62.3;87.6;94.4;32;0;7;titulaire;25;RETENUE;
France;fr_sncf;UIC87743005;Bourg-en-Bresse;62.1;94;99.8;10;0;7;titulaire;25;RETENUE;
Pays-Bas;nl_ovapi;maarn@52.06,5.37;maarn;62.1;97.2;98;120;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;zinnowitz@54.08,13.90;zinnowitz;62.1;94.3;95.2;16;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;wittenwittenannen@51.45,7.38;wittenwittenannen;62.1;91.7;97.5;15;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;oberferrieden@49.33,11.33;oberferrieden;62.1;93.6;92.9;17;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;reinheimodwbahnhof@49.83,8.83;reinheimodwbahnhof;62;82.9;98;37;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;wasenweilerbahnhof@48.05,7.69;wasenweilerbahnhof;62;91.9;90.6;16;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;lingenfeldbahnhof@49.25,8.35;lingenfeldbahnhof;62;77.4;97.5;33;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;schwetzingenhirschacker@49.41,8.56;schwetzingenhirschacker;62;88.7;94.3;19;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;landstuhlbahnhof@49.42,7.57;landstuhlbahnhof;62;82.5;97.1;30;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;niebll@54.79,8.83;niebll;62;91.2;97.3;34;0;7;titulaire;25;RETENUE;
Australie;au_translink_seq;rothwellstation@-27.22,153.05;rothwellstation;62;90.8;99.8;163;0;7;titulaire;25;RETENUE;
France;fr_sncf;UIC87271494;Aéroport Charles de Gaulle 2 TGV;61.9;81.3;99.8;17;0.29;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;gaggenau@48.81,8.32;gaggenau;61.9;68.8;98;210;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;zrichhb@47.38,8.54;zrichhb;61.9;97.7;99.8;43;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;cochembahnhof@50.15,7.17;cochembahnhof;61.9;71.8;94.5;39;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;korbachhauptbahnhof@51.28,8.87;korbachhauptbahnhof;61.9;79.4;96.9;31;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;pfalzelbahnhofpfalzel@49.78,6.68;pfalzelbahnhofpfalzel;61.9;88.2;90.2;25;0;7;titulaire;25;RETENUE;
France;fr_sncf;UIC87611400;Portet Saint-Simon;61.7;92.8;99.8;13;2.29;7;titulaire;25;RETENUE;
Pays-Bas;nl_ovapi;nunspeet@52.37,5.78;nunspeet;61.7;94.7;99.5;126;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;rohrbachilm@48.60,11.57;rohrbachilm;61.7;69;96.2;44;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;langensteinbachschiehttencker@48.92,8.50;langensteinbachschiehttencker;61.7;95.8;98.2;155;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;langensteinbach@48.92,8.50;langensteinbach;61.7;94.7;96.4;159;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;stadtwehlenbahnhof@50.95,14.03;stadtwehlenbahnhof;61.7;76.4;96.2;35;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;kerpenbuirbf@50.86,6.57;kerpenbuirbf;61.7;72;93.9;26;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;neumarktstveit@48.36,12.50;neumarktstveit;61.7;91.2;95.6;20;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;landsbergbhallesaale@51.53,12.17;landsbergbhallesaale;61.7;91.4;93.7;23;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;leipzigkarlsruherstr@51.32,12.28;leipzigkarlsruherstr;61.7;94.2;97.7;21;0;7;titulaire;25;RETENUE;
Australie;au_translink_seq;strathpinestation@-27.31,152.99;strathpinestation;61.7;84.5;97.1;211;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;reichenbachkurpark@48.92,8.47;reichenbachkurpark;61.6;96.1;93.9;157;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;seligenstadtbahnhof@50.04,8.97;seligenstadtbahnhof;61.6;85.6;94.9;27;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;gerazwtzen@50.85,12.08;gerazwtzen;61.6;85.6;88.7;36;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;eschweilernothberg@50.81,6.29;eschweilernothberg;61.4;86.3;96.2;19;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;bochumhamme@51.49,7.20;bochumhamme;61.4;85.1;97.7;69;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;kleinberghofen@48.35,11.28;kleinberghofen;61.4;91.4;99.8;15;0;7;titulaire;25;RETENUE;
Australie;au_translink_seq;murrumbadownsstation@-27.25,153.01;murrumbadownsstation;61.4;90;97.9;177;0;7;titulaire;25;RETENUE;
Pays-Bas;nl_ovapi;voorhout@52.22,4.48;voorhout;61.3;96.5;99.8;116;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;frttstdt@50.93,10.57;frttstdt;61.3;84.1;93.1;48;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;leipzigthekla@51.37,12.43;leipzigthekla;61.3;80;95.8;41;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;haigerbahnhof@50.74,8.22;haigerbahnhof;61.3;89;94.5;28;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;hofgeismarhmmebahnhof@51.54,9.40;hofgeismarhmmebahnhof;61.3;76.2;99.3;23;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;marheinaubahnhof@49.42,8.53;marheinaubahnhof;61.3;90.9;96.4;17;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;gundelfingenbrsgbahnhof@48.04,7.87;gundelfingenbrsgbahnhof;61.3;89.3;94.5;35;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;grodeuben@51.23,12.38;grodeuben;61.3;92.5;96;21;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;hringencappel@49.20,9.53;hringencappel;61.3;83.9;95.8;180;0;7;titulaire;25;RETENUE;
Pays-Bas;nl_ovapi;ermelo@52.30,5.61;ermelo;61.1;95.8;98.6;142;0;7;titulaire;25;RETENUE;
Pays-Bas;nl_ovapi;bredaprinsenbeek@51.61,4.72;bredaprinsenbeek;61.1;97.2;99.5;102;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;machernsachs@51.36,12.63;machernsachs;61.1;83.9;96.8;36;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;thalfingenbahnhof@48.43,10.05;thalfingenbahnhof;61.1;55.6;90.7;53;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;bickenbachbahnhof@49.76,8.60;bickenbachbahnhof;61.1;77.1;96.4;38;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;waghuselbahnhof@49.25,8.51;waghuselbahnhof;61.1;90.7;96.8;19;0;7;titulaire;25;RETENUE;
Australie;au_translink_seq;enoggerastation@-27.42,152.99;enoggerastation;61.1;93.2;99.3;142;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;neubeckumbahnhof@51.80,8.02;neubeckumbahnhof;61;77.3;99.1;82;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;ittersbachrathaus@48.87,8.51;ittersbachrathaus;61;91.3;97.3;164;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;grebensteinbahnhof@51.45,9.42;grebensteinbahnhof;61;69.1;99.3;22;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;warburgbahnhof@51.49,9.16;warburgbahnhof;61;65.3;97.5;86;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;wuppertalronsdorfbf@51.23,7.21;wuppertalronsdorfbf;61;85.9;99.8;26;0;7;titulaire;25;RETENUE;
Etats-Unis;us_mta_mnr;beacon@41.50,-73.98;beacon;61;93.2;98.4;19;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;chemnitzhbfbahnhofstr@50.84,12.93;chemnitzhbfbahnhofstr;60.9;97.7;95.1;79;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;gauting@48.07,11.38;gauting;60.9;85.9;95.1;18;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;dangermunds@51.33,6.78;dangermunds;60.9;62;93.6;37;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;neuluheimbahnhof@49.29,8.53;neuluheimbahnhof;60.9;89.9;98.4;18;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;schwerinmitte@53.63,11.41;schwerinmitte;60.9;89.7;94.2;25;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;brieselangbahnhof@52.58,13.00;brieselangbahnhof;60.9;92.7;96.6;24;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;nellmersbach@48.90,9.42;nellmersbach;60.9;96.7;91.8;12;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;hennefblankenbergbf@50.77,7.35;hennefblankenbergbf;60.9;80.5;97;26;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;scheppach@49.16,9.43;scheppach;60.9;79.6;94.5;255;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;mengenbahnhof@48.05,9.34;mengenbahnhof;60.9;52.8;96.2;41;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;leverkusenopladenbf@51.07,7.01;leverkusenopladenbf;60.9;47.7;95.9;160;0;7;titulaire;25;RETENUE;
Australie;au_translink_seq;geebungstation@-27.37,153.05;geebungstation;60.9;88.5;99.3;187;0;7;titulaire;25;RETENUE;
France;fr_sncf;UIC87726828;Le Coteau;60.7;93.2;100;11;0.57;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;laudenbachbahnhof@49.61,8.64;laudenbachbahnhof;60.7;87.1;90.4;32;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;schwerinsd@53.58,11.38;schwerinsd;60.7;89.6;97;25;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;reutlingenhauptbahnhof@48.50,9.21;reutlingenhauptbahnhof;60.7;94.4;98.8;23;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;kenzingenbahnhof@48.19,7.76;kenzingenbahnhof;60.7;83.3;95.5;25;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;herxheimabbahnhof@49.51,8.19;herxheimabbahnhof;60.7;89.6;94.7;19;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;wilhelmshavenhbf@53.52,8.11;wilhelmshavenhbf;60.7;97.2;99.8;14;0;7;titulaire;25;RETENUE;
France;fr_sncf;UIC87694307;Montchanin;60.6;93.6;99.5;12;1.71;7;titulaire;25;RETENUE;
Pays-Bas;nl_ovapi;dewestereen@53.25,6.04;dewestereen;60.6;95.5;99.8;159;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;holthusenbschwerinbahnhof@53.56,11.37;holthusenbschwerinbahnhof;60.6;89.6;98.8;21;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;maintalostbahnhof@50.14,8.84;maintalostbahnhof;60.6;79.5;86.7;33;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;triersdbahnhof@49.74,6.64;triersdbahnhof;60.6;89.6;85.7;28;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;maubach@48.93,9.42;maubach;60.6;97.4;91.4;13;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;badneuenahrahrweilerbadneuenahrbf@50.55,7.14;badneuenahrahrweilerbadneuenahrbf;60.6;96.5;97.9;15;0;7;titulaire;25;RETENUE;
Australie;au_translink_seq;baldhillsstation@-27.32,153.01;baldhillsstation;60.6;88.2;96.6;198;0;7;titulaire;25;RETENUE;
France;fr_sncf;UIC87313049;Longueau;60.4;90.5;100;13;1;7;titulaire;25;RETENUE;
Irlande;ie_nta;dublinheuston@53.35,-6.29;dublinheuston;60.4;93.6;89.4;24;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;nersingenbahnhof@48.43,10.12;nersingenbahnhof;60.4;82.3;96.8;30;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;krefeldforsthausbf@51.30,6.50;krefeldforsthausbf;60.4;66.2;96.4;58;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;herbolzheimbrsgbahnhof@48.22,7.77;herbolzheimbrsgbahnhof;60.4;85.6;90;22;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;hofneuhof@50.32,11.90;hofneuhof;60.4;90.5;99.8;16;0;7;titulaire;25;RETENUE;
France;fr_sncf;UIC87721357;Belleville sur Sâone;60.3;85.8;100;16;0.29;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;ldbrggebahnhof@51.21,7.57;ldbrggebahnhof;60.3;81.8;98.1;32;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;herbornbahnhof@50.68,8.31;herbornbahnhof;60.3;81.3;93.6;36;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;karlstadtmain@49.96,9.77;karlstadtmain;60.1;83.1;95;33;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;stolbergaltstadtbus@50.77,6.23;stolbergaltstadtbus;60.1;96.9;99.1;12;0;7;titulaire;25;RETENUE;
Allemagne;de_gtfsde;roth@49.24,11.08;roth;60.1;85.3;94;38;0;7;titulaire;25;RETENUE;
Pays-Bas;nl_ovapi;tharde@52.41,5.89;tharde;60;95;100;107;0;7;titulaire;24;RETENUE;
Allemagne;de_gtfsde;freilassinghofham@47.83,12.97;freilassinghofham;60;96.9;99.1;14;0;7;titulaire;24;RETENUE;
Allemagne;de_gtfsde;hainburghainstadtbahnhof@50.08,8.94;hainburghainstadtbahnhof;60;86;98.1;28;0;7;titulaire;24;RETENUE;
Allemagne;de_gtfsde;lottstettenbfsbb@47.63,8.57;lottstettenbfsbb;60;95.7;100;61;0;7;titulaire;24;RETENUE;
Allemagne;de_gtfsde;rottenburgbahnhof@48.47,8.94;rottenburgbahnhof;60;84;95.5;27;0;7;titulaire;24;RETENUE;
Allemagne;de_gtfsde;darmstadtsdbahnhof@49.85,8.64;darmstadtsdbahnhof;60;89.5;92.1;25;0;7;titulaire;24;RETENUE;
Etats-Unis;us_mta_mnr;valhalla@41.07,-73.77;valhalla;60;88.6;97.4;34;0;7;titulaire;24;RETENUE;
Pays-Bas;nl_ovapi;hoogkarspel@52.69,5.18;hoogkarspel;59.9;95.9;99.8;94;0;7;titulaire;24;RETENUE;
Allemagne;de_gtfsde;alfterimpekovens@50.71,7.02;alfterimpekovens;59.9;96.7;87.7;12;0;7;titulaire;24;RETENUE;
Allemagne;de_gtfsde;burgstdtbahnhof@50.92,12.81;burgstdtbahnhof;59.9;96.4;95.9;41;0;7;titulaire;24;RETENUE;
Allemagne;de_gtfsde;ahlenbahnhof@51.76,7.89;ahlenbahnhof;59.9;76.4;94.2;72;0;7;titulaire;24;RETENUE;
Australie;au_translink_seq;zillmerestation@-27.36,153.04;zillmerestation;59.9;84.2;98.1;181;0;7;titulaire;24;RETENUE;
Finlande;fi_digitraffic;JP;;59.7;95.5;97.2;150;0;7;titulaire;24;RETENUE;
Pays-Bas;nl_ovapi;nieuwamsterdam@52.72,6.85;nieuwamsterdam;59.7;97.6;98.8;117;0;7;titulaire;24;RETENUE;
Pays-Bas;nl_ovapi;nijkerk@52.22,5.49;nijkerk;59.7;95.7;99.1;116;0;7;titulaire;24;RETENUE;
Allemagne;de_gtfsde;ittersbachindustrie@48.88,8.51;ittersbachindustrie;59.7;95;98.1;155;0;7;titulaire;24;RETENUE;
Allemagne;de_gtfsde;forchheimhauptstrae@48.97,8.31;forchheimhauptstrae;59.7;89.5;87.1;196;0;7;titulaire;24;RETENUE;
Allemagne;de_gtfsde;grokrotzenburgbahnhof@50.09,8.98;grokrotzenburgbahnhof;59.7;87.1;88;29;0;7;titulaire;24;RETENUE;
Allemagne;de_gtfsde;magdeburgsalbke@52.08,11.66;magdeburgsalbke;59.6;71.5;97.9;26;0;7;titulaire;24;RETENUE;
Allemagne;de_gtfsde;neckaraubahnhof@49.46,8.49;neckaraubahnhof;59.6;91.1;96.3;19;0;7;titulaire;24;RETENUE;
Allemagne;de_gtfsde;gronaubahnhof@52.21,7.02;gronaubahnhof;59.6;91.6;96.5;24;0;7;titulaire;24;RETENUE;
Allemagne;de_gtfsde;koberngondorfbf@50.30,7.46;koberngondorfbf;59.6;71.2;92.5;34;0;7;titulaire;24;RETENUE;
France;fr_sncf;UIC87751776;Cassis;59.4;93.8;100;7;0.43;7;titulaire;24;RETENUE;
Allemagne;de_gtfsde;baddrkheimbahnhof@49.46,8.17;baddrkheimbahnhof;59.4;94;98.6;19;0;7;titulaire;24;RETENUE;
Allemagne;de_gtfsde;salembahnhof@47.76,9.30;salembahnhof;59.4;34.4;93.5;43;0;7;titulaire;24;RETENUE;
Allemagne;de_gtfsde;hafurt@50.03,10.51;hafurt;59.4;89.7;94.1;24;0;7;titulaire;24;RETENUE;
Allemagne;de_gtfsde;schweichbahnhof@49.83,6.74;schweichbahnhof;59.4;68.8;96.5;37;0;7;titulaire;24;RETENUE;
Allemagne;de_gtfsde;geradstetten@48.81,9.44;geradstetten;59.4;91.1;93.1;16;0;7;titulaire;24;RETENUE;
Allemagne;de_gtfsde;wiesentalbahnhof@49.23,8.50;wiesentalbahnhof;59.4;90.4;95.2;17;0;7;titulaire;24;RETENUE;
Allemagne;de_gtfsde;zuzenhausenbahnhof@49.30,8.82;zuzenhausenbahnhof;59.4;92.5;96.7;16;0;7;titulaire;24;RETENUE;
Allemagne;de_gtfsde;felde@54.31,9.95;felde;59.4;95.2;98.6;19;0;7;titulaire;24;RETENUE;
France;fr_sncf;UIC87755215;Saint-Cyr Les Lecques - La Cadière;59.3;93.5;100;7;0.43;7;titulaire;24;RETENUE;
Finlande;fi_digitraffic;SAU;;59.3;96.9;98.8;127;0;7;titulaire;24;RETENUE;
Allemagne;de_gtfsde;ldbahnhof@51.22,7.63;ldbahnhof;59.3;89.2;99.8;25;0;7;titulaire;24;RETENUE;
Allemagne;de_gtfsde;hattingenbf@51.40,7.17;hattingenbf;59.3;84.3;96.7;20;0;7;titulaire;24;RETENUE;
Allemagne;de_gtfsde;bochumwestbf@51.48,7.21;bochumwestbf;59.3;86.5;98.3;67;0;7;titulaire;24;RETENUE;
Allemagne;de_gtfsde;bnenbahnhof@51.60,7.76;bnenbahnhof;59.3;56.4;96.7;105;0;7;titulaire;24;RETENUE;
Allemagne;de_gtfsde;pulheimstommelnbf@51.02,6.75;pulheimstommelnbf;59.3;80;93.3;27;0;7;titulaire;24;RETENUE;
Allemagne;de_gtfsde;wolfenbitterfeld@51.66,12.28;wolfenbitterfeld;59.3;93;85.4;23;0;7;titulaire;24;RETENUE;
Allemagne;de_gtfsde;neubrandenburg@53.56,13.26;neubrandenburg;59.3;70.1;95.4;36;0;7;titulaire;24;RETENUE;
Allemagne;de_gtfsde;lbbenaubahnhof@51.86,13.96;lbbenaubahnhof;59.3;79.8;97;36;0;7;titulaire;24;RETENUE;
Allemagne;de_gtfsde;seesenbahnhof@51.89,10.17;seesenbahnhof;59.3;96.9;96.5;17;0;7;titulaire;24;RETENUE;
France;fr_sncf;UIC87755264;La Seyne - Six Fours;59.1;92.5;99.8;7;0.43;7;titulaire;24;RETENUE;
France;fr_sncf;UIC87773457;Baillargues;59.1;85.7;99.8;17;0.57;7;titulaire;24;RETENUE;
Pays-Bas;nl_ovapi;emmenzuid@52.75,6.87;emmenzuid;59.1;97.8;100;104;0;7;titulaire;24;RETENUE;
Allemagne;de_gtfsde;kirchhainbahnhof@50.82,8.92;kirchhainbahnhof;59.1;74.6;95;51;0;7;titulaire;24;RETENUE;
Allemagne;de_gtfsde;emmendingenbahnhof@48.12,7.85;emmendingenbahnhof;59.1;87.2;94.1;23;0;7;titulaire;24;RETENUE;
Allemagne;de_gtfsde;kremmenbahnhof@52.75,13.04;kremmenbahnhof;59.1;93.7;96.3;18;0;7;titulaire;24;RETENUE;
Allemagne;de_gtfsde;neustadtdossebahnhof@52.85,12.45;neustadtdossebahnhof;59.1;95.2;97.6;20;0;7;titulaire;24;RETENUE;
Allemagne;de_gtfsde;remscheidlttringhausenbf@51.22,7.24;remscheidlttringhausenbf;59.1;80.7;99.3;27;0;7;titulaire;24;RETENUE;
Australie;au_translink_seq;brayparkstation@-27.30,152.99;brayparkstation;59.1;86;97.6;207;0;7;titulaire;24;RETENUE;
Pays-Bas;nl_ovapi;bovenkarspelflora@52.70,5.25;bovenkarspelflora;59;95.9;98.3;81;0;7;titulaire;24;RETENUE;
Allemagne;de_gtfsde;nordstemmenbahnhof@52.17,9.79;nordstemmenbahnhof;59;73.4;90.2;47;0;7;titulaire;24;RETENUE;
Allemagne;de_gtfsde;hchstodwbahnhof@49.80,8.99;hchstodwbahnhof;59;86.7;98.3;30;0;7;titulaire;24;RETENUE;
Allemagne;de_gtfsde;ittersbach@48.87,8.51;ittersbach;59;92;94.1;162;0;7;titulaire;24;RETENUE;
Allemagne;de_gtfsde;potsdampirschheidebhf@52.37,13.01;potsdampirschheidebhf;59;96.1;94.5;19;0;7;titulaire;24;RETENUE;
France;fr_sncf;UIC87755223;Bandol;58.9;93.7;99.8;7;0.43;7;titulaire;24;RETENUE;
Allemagne;de_gtfsde;tornesch@53.70,9.72;tornesch;58.9;95.4;96;19;0;7;titulaire;24;RETENUE;
Allemagne;de_gtfsde;emskirchen@49.56,10.71;emskirchen;58.9;85.2;96.9;33;0;7;titulaire;24;RETENUE;
Allemagne;de_gtfsde;eutingenimgunord@48.48,8.75;eutingenimgunord;58.9;84.7;93.8;108;0;7;titulaire;24;RETENUE;
Etats-Unis;us_mta_mnr;glenwood@40.95,-73.90;glenwood;58.9;93;100;23;0;7;titulaire;24;RETENUE;
France;fr_sncf;UIC87396408;Sablé-sur-Sarthe;58.7;87.1;100;15;0.29;7;titulaire;24;RETENUE;
Pays-Bas;nl_ovapi;bovenkarspelgrootebroek@52.70,5.24;bovenkarspelgrootebroek;58.7;96.4;99.8;73;0;7;titulaire;24;RETENUE;
Allemagne;de_gtfsde;bullaybf@50.05,7.13;bullaybf;58.7;70.8;97.2;37;0;7;titulaire;24;RETENUE;
Allemagne;de_gtfsde;berlinstaakenbhf@52.54,13.14;berlinstaakenbhf;58.7;84.7;89.5;27;0;7;titulaire;24;RETENUE;
Allemagne;de_gtfsde;oberesslingen@48.73,9.33;oberesslingen;58.7;95.9;97.4;18;0;7;titulaire;24;RETENUE;
Allemagne;de_gtfsde;wieren@52.89,10.66;wieren;58.7;78.8;97.4;27;0;7;titulaire;24;RETENUE;
Allemagne;de_gtfsde;wustermarkbahnhof@52.55,12.94;wustermarkbahnhof;58.7;87.3;94.9;25;0;7;titulaire;24;RETENUE;
Allemagne;de_gtfsde;wieslensdorf@49.15,9.42;wieslensdorf;58.7;79.8;91.9;246;0;7;titulaire;24;RETENUE;
Allemagne;de_gtfsde;eltersdorf@49.55,11.00;eltersdorf;58.7;94.2;97.9;20;0;7;titulaire;24;RETENUE;
Etats-Unis;us_mta_mnr;eastnorwalk@41.10,-73.40;eastnorwalk;58.7;88.3;100;21;0;7;titulaire;24;RETENUE;
