pays;reseau;gare;nom;N;ponctualite;fraicheur;distincts;annulesJour;jours;statut;K;verdict;motif
Allemagne;de_gtfsde;wolfsgefrth@50.82,12.07;wolfsgefrth;22;76.6;83.7;27;0;7;petit joueur;18;RETENUE;
Allemagne;de_gtfsde;lbeckkcknitz@53.92,10.82;lbeckkcknitz;22;89.6;91.1;17;0;7;petit joueur;18;RETENUE;
Allemagne;de_gtfsde;epebahnhof@52.18,7.03;epebahnhof;22;72.7;95.7;25;0;7;petit joueur;18;RETENUE;
Allemagne;de_gtfsde;schneverdingen@53.11,9.80;schneverdingen;22;61.7;90.1;29;0;7;petit joueur;18;RETENUE;
Allemagne;de_gtfsde;bremenhemelingen@53.05,8.89;bremenhemelingen;22;69.5;94.5;25;0;7;petit joueur;18;RETENUE;
Allemagne;de_gtfsde;bruckberg@48.52,12.00;bruckberg;22;90.9;92.8;16;0;7;petit joueur;18;RETENUE;
Allemagne;de_gtfsde;kaiserslauternwestbahnhof@49.45,7.75;kaiserslauternwestbahnhof;22;83.8;94.5;16;0;7;petit joueur;18;RETENUE;
Allemagne;de_gtfsde;osterodeamharzleege@51.72,10.27;osterodeamharzleege;22;95.5;96.3;13;0;7;petit joueur;18;RETENUE;
Allemagne;de_gtfsde;mnstersprakelbahnhof@52.04,7.62;mnstersprakelbahnhof;22;69.5;88.5;75;0;7;petit joueur;18;RETENUE;
France;fr_sncf;UIC87741769;Aime - La Plagne;21.9;87.6;100;11;0.14;7;petit joueur;18;RETENUE;
France;fr_sncf;UIC87718155;Arbois;21.9;90.2;100;10;0.14;7;petit joueur;18;RETENUE;
France;fr_sncf;UIC87756817;Touët-de-l'Escarène;21.9;85;100;9;0.29;7;petit joueur;18;RETENUE;
France;fr_sncf;UIC87485490;Saint-Maixent-L'École;21.9;95.4;100;7;0.43;7;petit joueur;18;RETENUE;
France;fr_sncf;UIC87747212;Châbons;21.9;88.9;100;10;0;7;petit joueur;18;RETENUE;
France;fr_sncf;UIC87396564;Écommoy;21.9;71.9;99.4;14;3.57;7;petit joueur;18;RETENUE;
Allemagne;de_gtfsde;walpertskirchen@48.26,11.97;walpertskirchen;21.9;56.9;96.8;25;0;7;petit joueur;18;RETENUE;
Allemagne;de_gtfsde;sandwehle@54.33,8.76;sandwehle;21.9;97.4;89.5;7;0;7;petit joueur;18;RETENUE;
Allemagne;de_gtfsde;omannstedtbushaltestelle@51.02,11.43;omannstedtbushaltestelle;21.9;66.7;80.1;55;0;7;petit joueur;18;RETENUE;
Allemagne;de_gtfsde;ottenhfenwest@48.57,8.14;ottenhfenwest;21.9;95.4;89.5;13;0;7;petit joueur;18;RETENUE;
Allemagne;de_gtfsde;quakenbrck@52.67,7.95;quakenbrck;21.9;83.7;96.8;18;0;7;petit joueur;18;RETENUE;
Allemagne;de_gtfsde;stotternheim@51.05,11.05;stotternheim;21.9;72.5;90;29;0;7;petit joueur;18;RETENUE;
Allemagne;de_gtfsde;frelsdorf@53.50,8.90;frelsdorf;21.9;97.4;81.8;10;0;7;petit joueur;18;RETENUE;
Allemagne;de_gtfsde;hilterwellendorf@52.18,8.14;hilterwellendorf;21.9;56.9;89.5;25;0;7;petit joueur;18;RETENUE;
Allemagne;de_gtfsde;balgheimbahnhof@48.07,8.76;balgheimbahnhof;21.9;69.3;80.5;36;0;7;petit joueur;18;RETENUE;
Allemagne;de_gtfsde;hochhausenbahnhof@49.66,9.63;hochhausenbahnhof;21.9;86.3;90.5;19;0;7;petit joueur;18;RETENUE;
Allemagne;de_gtfsde;neuwokernbahnhof@53.76,12.50;neuwokernbahnhof;21.9;81.7;96.2;20;0;7;petit joueur;18;RETENUE;
France;fr_sncf;UIC87481762;Le Pouliguen;21.7;82.9;100;12;0.14;7;petit joueur;18;RETENUE;
France;fr_sncf;UIC87723452;Cessieu;21.7;96.1;100;5;0.29;7;petit joueur;18;RETENUE;
France;fr_sncf;UIC87756825;Sospel;21.7;85.5;100;10;0.29;7;petit joueur;18;RETENUE;
France;fr_sncf;UIC87723353;Saint-Priest;21.7;96.7;100;6;0.29;7;petit joueur;18;RETENUE;
France;fr_sncf;UIC87756809;L'Escarène;21.7;85.5;100;9;0.29;7;petit joueur;18;RETENUE;
France;fr_sncf;UIC87342105;Bully - Grenay;21.7;91.4;100;13;0.14;7;petit joueur;18;RETENUE;
France;fr_sncf;UIC87611046;Le Fauga;21.7;90.1;100;8;0.57;7;petit joueur;18;RETENUE;
France;fr_sncf;UIC87742320;Saint-Jean-de-Maurienne Arvan;21.7;89.5;100;8;0.14;7;petit joueur;18;RETENUE;
France;fr_sncf;UIC87295048;Fourmies;21.7;88.2;100;12;0.57;7;petit joueur;18;RETENUE;
France;fr_sncf;UIC87595124;Thiviers;21.7;80.9;99.3;8;1;7;petit joueur;18;RETENUE;
France;fr_sncf;UIC87698738;Tassin-le-Baraillon;21.7;84.9;100;8;0;7;petit joueur;18;RETENUE;
France;fr_sncf;UIC87478057;Combourg;21.7;87.5;100;8;0.14;7;petit joueur;18;RETENUE;
Allemagne;de_gtfsde;bielefeldquellekupferheidebahnhof@51.99,8.48;bielefeldquellekupferheidebahnhof;21.7;64.5;94.4;21;0;7;petit joueur;18;RETENUE;
Allemagne;de_gtfsde;rtzlingen@52.41,11.12;rtzlingen;21.7;71.1;92.7;20;0;7;petit joueur;18;RETENUE;
Allemagne;de_gtfsde;geraberg@50.72,10.86;geraberg;21.7;96.7;93.3;10;0;7;petit joueur;18;RETENUE;
Allemagne;de_gtfsde;kappelrodeckbahnhof@48.59,8.12;kappelrodeckbahnhof;21.7;97.4;92.7;10;0;7;petit joueur;18;RETENUE;
Allemagne;de_gtfsde;buschowbahnhof@52.59,12.63;buschowbahnhof;21.7;79.6;99.3;19;0;7;petit joueur;18;RETENUE;
Allemagne;de_gtfsde;itzelbergbahnhof@48.73,10.14;itzelbergbahnhof;21.7;90.8;90.5;14;0;7;petit joueur;18;RETENUE;
Allemagne;de_gtfsde;burgsinn@50.15,9.66;burgsinn;21.7;93.4;92.7;14;0;7;petit joueur;18;RETENUE;
Allemagne;de_gtfsde;mittelsinn@50.19,9.62;mittelsinn;21.7;92.1;88.9;14;0;7;petit joueur;18;RETENUE;
Allemagne;de_gtfsde;berne@53.18,8.48;berne;21.7;64.5;91.6;28;0;7;petit joueur;18;RETENUE;
Allemagne;de_gtfsde;eisenachopelwerke@50.98,10.28;eisenachopelwerke;21.7;85.5;95.6;22;0;7;petit joueur;18;RETENUE;
Allemagne;de_gtfsde;mandern@51.13,9.21;mandern;21.7;90.8;96.2;15;0;7;petit joueur;18;RETENUE;
Allemagne;de_gtfsde;konzkreuz@49.70,6.58;konzkreuz;21.7;93.4;83.5;12;0;7;petit joueur;18;RETENUE;
Allemagne;de_gtfsde;drpenbahnhof@52.96,7.35;drpenbahnhof;21.7;67.8;96.2;27;0;7;petit joueur;18;RETENUE;
France;fr_sncf;UIC87755405;Le Luc - Le Cannet;21.6;80.8;100;12;0.86;7;petit joueur;18;RETENUE;
France;fr_sncf;UIC87342139;Noeux-Les-Mines;21.6;91.4;100;13;0.14;7;petit joueur;18;RETENUE;
France;fr_sncf;UIC87396366;La Suze;21.6;91.4;100;11;0.29;7;petit joueur;18;RETENUE;
France;fr_sncf;UIC87295733;Avesnes-sur-Helpe;21.6;87.4;100;13;0.57;7;petit joueur;18;RETENUE;
Allemagne;de_gtfsde;walkenried@51.58,10.61;walkenried;21.6;86.1;95;15;0;7;petit joueur;18;RETENUE;
Allemagne;de_gtfsde;seehausenumbahnhof@53.22,13.88;seehausenumbahnhof;21.6;84.8;93.2;22;0;7;petit joueur;18;RETENUE;
Allemagne;de_gtfsde;brieskowfinkenheerdkraftwerkfinkenheerdbhf@52.26,14.58;brieskowfinkenheerdkraftwerkfinkenheerdbhf;21.6;90.1;84.4;18;0;7;petit joueur;18;RETENUE;
Allemagne;de_gtfsde;woltersdorfnutheurstromtalbahnhof@52.12,13.19;woltersdorfnutheurstromtalbahnhof;21.6;79.5;94.4;26;0;7;petit joueur;18;RETENUE;
Allemagne;de_gtfsde;leubingen@51.21,11.15;leubingen;21.6;72.2;91.5;34;0;7;petit joueur;18;RETENUE;
Allemagne;de_gtfsde;korbachsd@51.27,8.88;korbachsd;21.6;72.8;91.5;16;0;7;petit joueur;18;RETENUE;
France;fr_sncf;UIC87317339;Marquise - Rinxent;21.4;90.7;99.3;10;0;7;petit joueur;18;RETENUE;
France;fr_sncf;UIC87755397;Gonfaron;21.4;82;97.4;11;0.86;7;petit joueur;18;RETENUE;
France;fr_sncf;UIC87671172;Tournay;21.4;86;100;12;0.14;7;petit joueur;18;RETENUE;
France;fr_sncf;UIC87756791;Peille;21.4;85.3;97.4;9;0.29;7;petit joueur;18;RETENUE;
France;fr_sncf;UIC87718189;Poligny;21.4;91.3;100;8;0.14;7;petit joueur;18;RETENUE;
France;fr_sncf;UIC87611053;Longages - Noé;21.4;91.3;100;9;0.57;7;petit joueur;18;RETENUE;
France;fr_sncf;UIC87276212;Liancourt - Rantigny;21.4;90.7;100;10;0.71;7;petit joueur;18;RETENUE;
France;fr_sncf;UIC87491142;Jonzac;21.4;82;99.3;11;0;7;petit joueur;18;RETENUE;
Allemagne;de_gtfsde;brakeunterweser@53.33,8.48;brakeunterweser;21.4;54.7;98;30;0;7;petit joueur;18;RETENUE;
Allemagne;de_gtfsde;frose@51.79,11.37;frose;21.4;56;93.2;32;0;7;petit joueur;18;RETENUE;
Allemagne;de_gtfsde;warnitzbahnhof@53.18,13.88;warnitzbahnhof;21.4;82.7;93.8;23;0;7;petit joueur;18;RETENUE;
Allemagne;de_gtfsde;werther@51.47,10.74;werther;21.4;82.7;87.7;22;0;7;petit joueur;18;RETENUE;
Allemagne;de_gtfsde;gersthofen@48.42,10.86;gersthofen;21.4;86.7;92.6;21;0;7;petit joueur;18;RETENUE;
Allemagne;de_gtfsde;kirchdorfbahnhof@52.29,9.49;kirchdorfbahnhof;21.4;70;80.6;26;0;7;petit joueur;18;RETENUE;
Allemagne;de_gtfsde;lunden@54.33,9.03;lunden;21.4;78;96.2;27;0;7;petit joueur;18;RETENUE;
Allemagne;de_gtfsde;marbachost@48.03,8.48;marbachost;21.4;75.3;80.2;41;0;7;petit joueur;18;RETENUE;
Allemagne;de_gtfsde;hrschelhp@51.01,10.23;hrschelhp;21.4;83.3;96.2;20;0;7;petit joueur;18;RETENUE;
Allemagne;de_gtfsde;eisenachwest@50.98,10.30;eisenachwest;21.4;82.7;93.8;21;0;7;petit joueur;18;RETENUE;
Allemagne;de_gtfsde;annweilersarnstallbahnhof@49.21,7.94;annweilersarnstallbahnhof;21.4;94;90.4;10;0;7;petit joueur;18;RETENUE;
France;fr_sncf;UIC87584235;Gardonne;21.3;92.6;100;12;0.14;7;petit joueur;18;RETENUE;
France;fr_sncf;UIC87491811;Saujon;21.3;92.6;99.3;9;0;7;petit joueur;18;RETENUE;
France;fr_sncf;UIC87611087;Martres-Tolosane;21.3;92.6;100;8;0.57;7;petit joueur;18;RETENUE;
France;fr_sncf;UIC87575225;Chasseneuil-du-Poitou;21.3;94;99.3;7;0.14;7;petit joueur;18;RETENUE;
France;fr_sncf;UIC87575217;Jaunay-Clan;21.3;91.3;100;7;0.14;7;petit joueur;18;RETENUE;
France;fr_sncf;UIC87484246;Chemillé;21.3;91.3;100;6;0.14;7;petit joueur;18;RETENUE;
France;fr_sncf;UIC87276204;Laigneville;21.3;90.6;100;9;0.71;7;petit joueur;18;RETENUE;
Allemagne;de_gtfsde;palzembahnhof@49.57,6.37;palzembahnhof;21.3;98;94.3;8;0;7;petit joueur;18;RETENUE;
Allemagne;de_gtfsde;reuterstadtstavenhagen@53.71,12.91;reuterstadtstavenhagen;21.3;93.3;95.5;14;0;7;petit joueur;18;RETENUE;
Allemagne;de_gtfsde;oberachernbahnhof@48.61,8.08;oberachernbahnhof;21.3;98;92.5;9;0;7;petit joueur;18;RETENUE;
Allemagne;de_gtfsde;leuthenbahnhof@51.70,14.26;leuthenbahnhof;21.3;93.3;90.9;12;0;7;petit joueur;18;RETENUE;
Allemagne;de_gtfsde;sachsenhausenbahnhof@52.77,13.25;sachsenhausenbahnhof;21.3;87.2;96.8;37;0;7;petit joueur;18;RETENUE;
Allemagne;de_gtfsde;furschenbachbahnhof@48.58,8.14;furschenbachbahnhof;21.3;96.6;93.1;10;0;7;petit joueur;18;RETENUE;
Allemagne;de_gtfsde;lam@49.19,13.05;lam;21.3;41.6;95.5;29;0;7;petit joueur;18;RETENUE;
Allemagne;de_gtfsde;langelsheimbahnhof@51.93,10.34;langelsheimbahnhof;21.3;96;93.1;11;0;7;petit joueur;18;RETENUE;
Allemagne;de_gtfsde;wrthmozartstrae@49.06,8.25;wrthmozartstrae;21.3;96.6;88.7;12;0;7;petit joueur;18;RETENUE;
Australie;au_translink_seq;shorncliffestation@-27.33,153.08;shorncliffestation;21.3;91.9;88.2;66;0;7;petit joueur;18;RETENUE;
France;fr_sncf;UIC87491803;Royan;21.1;93.2;100;9;0;7;petit joueur;17;RETENUE;
France;fr_sncf;UIC87755421;Vidauban;21.1;81.8;100;9;0.86;7;petit joueur;17;RETENUE;
France;fr_sncf;UIC87171512;Dormans;21.1;87.2;100;12;0;7;petit joueur;17;RETENUE;
France;fr_sncf;UIC87755389;Pignans;21.1;83.8;100;11;0.86;7;petit joueur;17;RETENUE;
France;fr_sncf;UIC87721522;Le Méridien La Ferrière;21.1;85.8;99.3;8;0;7;petit joueur;17;RETENUE;
France;fr_sncf;UIC87476267;Les Sables Blancs;21.1;90.5;100;8;0.29;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;flhaplaue@50.84,13.09;flhaplaue;21.1;95.3;93.1;12;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;blzig@51.89,12.75;blzig;21.1;90.5;98;19;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;alsdorfsieggrnebacherhttebf@50.78,7.89;alsdorfsieggrnebacherhttebf;21.1;98;94.3;7;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;bredstedt@54.62,8.97;bredstedt;21.1;81.1;91.9;24;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;hauensteinbahnhofmitte@49.20,7.85;hauensteinbahnhofmitte;21.1;93.2;89.7;12;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;greuen@51.23,10.94;greuen;21.1;60.8;93.1;25;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;eckartshausenbahnhof@49.15,9.94;eckartshausenbahnhof;21.1;92.6;94.9;15;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;hagenbach@49.02,8.25;hagenbach;21.1;96.6;93.1;8;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;rietheimbahnhof@48.04,8.78;rietheimbahnhof;21.1;69.6;82.2;37;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;rothenbrg@50.31,11.77;rothenbrg;21.1;86.5;96.7;14;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;schloholtebahnhof@51.91,8.61;schloholtebahnhof;21.1;76.4;92.5;18;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;fridolfing@47.98,12.80;fridolfing;21.1;95.9;94.3;12;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;langenbach@48.44,11.85;langenbach;21.1;93.2;91.9;15;0;7;petit joueur;17;RETENUE;
France;fr_sncf;UIC87342279;Berguette - Isbergues;21;90.5;100;13;0.14;7;petit joueur;17;RETENUE;
France;fr_sncf;UIC87342238;Lillers;21;90.5;100;13;0.14;7;petit joueur;17;RETENUE;
France;fr_sncf;UIC87575183;La Tricherie;21;89.8;100;8;0.14;7;petit joueur;17;RETENUE;
France;fr_sncf;UIC87484204;Chalonnes;21;92.5;100;7;0.14;7;petit joueur;17;RETENUE;
France;fr_sncf;UIC87212373;Rountzenheim;21;93.2;100;6;0;7;petit joueur;17;RETENUE;
France;fr_sncf;UIC87212365;Sessenheim;21;93.2;100;6;0;7;petit joueur;17;RETENUE;
France;fr_sncf;UIC87721530;Charbonnières-les-Bains;21;86.4;100;5;0;7;petit joueur;17;RETENUE;
France;fr_sncf;UIC87476416;Plouharnel - Carnac;21;90.5;100;9;0.29;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;hilteratw@52.14,8.15;hilteratw;21;54.4;96.1;25;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;sprendlingenbahnhof@49.86,7.98;sprendlingenbahnhof;21;36.7;87.5;30;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;basfbahnhofmitte@49.51,8.43;basfbahnhofmitte;21;94.6;84.5;11;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;espelkampbahnhof@52.38,8.61;espelkampbahnhof;21;77.6;96.1;54;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;baselsbb@47.55,7.59;baselsbb;21;80.3;98;27;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;papenburgems@53.09,7.39;papenburgems;21;66;96.1;35;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;collenberg@49.77,9.33;collenberg;21;91.2;91.9;12;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;oberharmersbachriersbach@48.38,8.14;oberharmersbachriersbach;21;98;86;13;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;ebingenwest@48.21,9.00;ebingenwest;21;68.7;84.5;27;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;chamerau@49.20,12.75;chamerau;21;36.7;88.6;30;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;niederschmalkalden@50.72,10.38;niederschmalkalden;21;93.9;88;10;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;frauenhainbahnhof@51.38,13.50;frauenhainbahnhof;21;98;93;8;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;lbberstedt@53.34,8.79;lbberstedt;21;69.4;97.4;25;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;schmalkalden@50.72,10.44;schmalkalden;21;95.9;86.5;11;0;7;petit joueur;17;RETENUE;
France;fr_sncf;UIC87718296;Saint-Amour;20.9;91.1;99.3;8;0;7;petit joueur;17;RETENUE;
France;fr_sncf;UIC87575191;Dissay;20.9;91.8;100;7;0.14;7;petit joueur;17;RETENUE;
France;fr_sncf;UIC87574897;Saint-Aignan - Noyers;20.9;91.8;99.3;10;0.29;7;petit joueur;17;RETENUE;
France;fr_sncf;UIC87673293;Labenne;20.9;91.1;100;9;1.14;7;petit joueur;17;RETENUE;
France;fr_sncf;UIC87575167;Nerpuy;20.9;90.4;100;7;0.14;7;petit joueur;17;RETENUE;
France;fr_sncf;UIC87611459;Lavilledieu;20.9;89.7;100;9;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;hinterweidenthalbahnhof@49.20,7.75;hinterweidenthalbahnhof;20.9;89.7;96.1;11;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;neuburgkammel@48.30,10.37;neuburgkammel;20.9;97.3;91.3;9;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;marienheidebf@51.08,7.53;marienheidebf;20.9;66.4;90.1;26;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;dorfprozelten@49.78,9.38;dorfprozelten;20.9;90.4;88.5;12;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;sollstedtbeibleicherode@51.41,10.53;sollstedtbeibleicherode;20.9;93.2;83.4;21;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;hohendorf@54.03,13.73;hohendorf;20.9;84.9;88.5;14;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;vettweijakobwllesheimbus@50.77,6.57;vettweijakobwllesheimbus;20.9;97.3;90.1;10;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;burkhardswaldebahnhof@50.93,13.84;burkhardswaldebahnhof;20.9;74;96.7;30;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;unadingenbahnhof@47.88,8.40;unadingenbahnhof;20.9;84.9;98.6;17;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;telgtebahnhof@51.98,7.78;telgtebahnhof;20.9;81.5;91.3;31;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;badenachim@53.01,9.08;badenachim;20.9;81.5;90.7;22;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;grorudestedt@51.09,11.09;grorudestedt;20.9;72.6;91.8;33;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;zabeltitzbahnhof@51.35,13.52;zabeltitzbahnhof;20.9;96.6;98;11;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;halenbahnhof@52.34,7.94;halenbahnhof;20.9;64.4;90.7;15;0;7;petit joueur;17;RETENUE;
France;fr_sncf;UIC87586107;Port-Sainte-Marie;20.7;95.9;100;7;0.57;7;petit joueur;17;RETENUE;
France;fr_sncf;UIC87586693;Aiguillon;20.7;95.9;100;6;0.57;7;petit joueur;17;RETENUE;
France;fr_sncf;UIC87586651;Tonneins;20.7;95.9;100;6;0.57;7;petit joueur;17;RETENUE;
France;fr_sncf;UIC87673095;Boucau;20.7;92.4;100;9;1.14;7;petit joueur;17;RETENUE;
France;fr_sncf;UIC87545756;Châteaudun;20.7;88.3;98.6;7;0.14;7;petit joueur;17;RETENUE;
France;fr_sncf;UIC87673285;Bénesse-Maremne;20.7;91.7;100;10;1.14;7;petit joueur;17;RETENUE;
France;fr_sncf;UIC87741504;Virieu-le-Grand - Belley;20.7;83.4;100;10;0;7;petit joueur;17;RETENUE;
France;fr_sncf;UIC87575175;Naintré les Barres;20.7;90.3;100;7;0.14;7;petit joueur;17;RETENUE;
France;fr_sncf;UIC87208553;Casino Lacroix Laval;20.7;86.9;98.6;5;0;7;petit joueur;17;RETENUE;
France;fr_sncf;UIC87212324;Kilstett;20.7;88.3;100;6;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;rtenbachfriedenwbahnhof@47.89,8.29;rtenbachfriedenwbahnhof;20.7;89;97.3;17;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;badktzting@49.17,12.85;badktzting;20.7;47.6;92.4;28;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;badblankenburgthringerwald@50.68,11.28;badblankenburgthringerwald;20.7;93.8;83.3;12;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;ahltenbahnhof@52.38,9.90;ahltenbahnhof;20.7;86.2;85.8;18;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;rinnthalbahnhof@49.22,7.93;rinnthalbahnhof;20.7;94.5;94.2;12;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;niedergrsdorfbahnhof@51.97,12.98;niedergrsdorfbahnhof;20.7;80;94.8;23;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;nassenheidebahnhof@52.82,13.24;nassenheidebahnhof;20.7;88.3;92.9;29;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;hartensteinbahnhofburgstein@50.65,12.66;hartensteinbahnhofburgstein;20.7;97.9;92.4;9;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;wegeleben@51.87,11.17;wegeleben;20.7;73.1;89.5;28;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;weickersgrben@50.11,9.78;weickersgrben;20.7;97.2;96;10;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;tuttlingenschulen@47.99,8.80;tuttlingenschulen;20.7;75.2;81.9;33;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;lermoos@47.41,10.88;lermoos;20.7;52.4;98;21;0;7;petit joueur;17;RETENUE;
France;fr_sncf;UIC87673251;Saubusse;20.6;91.7;100;8;1.14;7;petit joueur;17;RETENUE;
France;fr_sncf;UIC87673319;Ondres;20.6;93.1;99.3;8;1.14;7;petit joueur;17;RETENUE;
France;fr_sncf;UIC87611897;Castelsarrasin;20.6;91;100;8;0;7;petit joueur;17;RETENUE;
France;fr_sncf;UIC87698324;La Tour-de-Salvagny Centre;20.6;86.8;100;5;0;7;petit joueur;17;RETENUE;
France;fr_sncf;UIC87396044;Montbizot;20.6;69.4;100;12;2.29;7;petit joueur;17;RETENUE;
France;fr_sncf;UIC87476424;Penthièvre;20.6;91.7;100;8;0.29;7;petit joueur;17;RETENUE;
France;fr_sncf;UIC87476275;L'Isthme;20.6;91.7;100;8;0.29;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;bergsdorfbahnhof@52.94,13.26;bergsdorfbahnhof;20.6;88.2;97.3;34;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;faulbachmain@49.79,9.44;faulbachmain;20.6;91.7;86.2;11;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;walldorfwerra@50.62,10.39;walldorfwerra;20.6;95.8;84.2;11;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;schmalkaldenfachhochschule@50.72,10.46;schmalkaldenfachhochschule;20.6;94.4;90;11;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;kleinktz@48.41,10.29;kleinktz;20.6;95.1;91.1;13;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;niederwillingenbushaltestelle@50.77,11.03;niederwillingenbushaltestelle;20.6;89.6;84.2;14;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;dggingenbahnhof@47.89,8.44;dggingenbahnhof;20.6;80.6;95.4;17;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;neuenkirchenoldb@52.51,8.06;neuenkirchenoldb;20.6;50.7;85.2;22;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;breitendiel@49.69,9.23;breitendiel;20.6;97.2;88.3;9;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;gutachfreilichtmuseum@48.27,8.20;gutachfreilichtmuseum;20.6;95.1;94.7;11;0;7;petit joueur;17;RETENUE;
France;fr_sncf;UIC87698662;St-Etienne-Châtcrx. G Routière;20.4;95.8;100;5;0;7;petit joueur;17;RETENUE;
France;fr_sncf;UIC87741306;Saint-Avre - La Chambre;20.4;90.9;100;7;0.14;7;petit joueur;17;RETENUE;
France;fr_sncf;UIC87698316;La Tour-de-Salvagny Hippodrome;20.4;86.7;100;5;0;7;petit joueur;17;RETENUE;
France;fr_sncf;UIC87476432;Kerhostin;20.4;91.6;99.3;7;0.29;7;petit joueur;17;RETENUE;
France;fr_sncf;UIC87476440;Saint-Pierre-Quiberon;20.4;91.6;100;8;0.29;7;petit joueur;17;RETENUE;
France;fr_sncf;UIC87476457;Quiberon;20.4;90.9;98.6;9;0.29;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;sderdeich@54.20,8.91;sderdeich;20.4;95.8;81.3;12;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;untermafeld@50.54,10.42;untermafeld;20.4;97.2;82.2;8;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;cammin@53.44,13.30;cammin;20.4;47.6;97.9;34;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;sontra@51.07,9.93;sontra;20.4;91.6;93.5;16;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;oberdachstetten@49.42,10.42;oberdachstetten;20.4;89.5;94.1;17;0;7;petit joueur;17;RETENUE;
Allemagne;de_gtfsde;zrnigall@51.88,12.73;zrnigall;20.4;88.8;94.7;20;0;7;petit joueur;17;RETENUE;
