pays;reseau;nom;cle;N;Nobs;fraicheur;p60;p300;p600;dispersion;cvVolume;cvBrut;amplitudePonct;effetWeekend;jours;annulJour;supprJour;verdict;motif
Pays-Bas;nl_ovapi;Kruiningen-Yerseke;nl_ovapi|kruiningenyerseke@51.47,4.04;79;50.3;64;64.2;96.4;99.3;35.1;0.64;0.54;7;77;6;0.5;0;REJETEE;volume irregulier (CV 0.64)
Pays-Bas;nl_ovapi;Hoorn;nl_ovapi|hoorn@52.64,5.05;89.5;50;56;70.3;97.7;98.3;28;0.45;0.42;5;162;6;0.67;0;REJETEE;volume irregulier (CV 0.45)
Pays-Bas;nl_ovapi;Dordrecht Zuid;nl_ovapi|dordrechtzuid@51.79,4.67;85.7;50;58;69.7;95;99;29.3;0.56;0.46;13;56;6;0.33;0;REJETEE;volume irregulier (CV 0.56)
Allemagne;de_gtfsde;;de_gtfsde|638286;66.8;49.3;74;94.4;100;100;5.6;0.97;0.9;0;9;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , trop parfaite (aucun retard > 5 min) , volume irregulier (CV 0.97)
Pays-Bas;nl_ovapi;Bussum Zuid;nl_ovapi|bussumzuid@52.27,5.16;65.8;49.3;75;73.3;95.6;97.3;24;0.67;0.64;23;174;6;0.17;0;REJETEE;volume irregulier (CV 0.67)
Pays-Bas;nl_ovapi;Oss West;nl_ovapi|osswest@51.76,5.51;59.7;49.3;83;39.2;94.6;98.3;59.1;0.45;0.39;8;92;6;0.17;0;REJETEE;volume irregulier (CV 0.45)
Pays-Bas;nl_ovapi;Amersfoort Schothorst;nl_ovapi|amersfoortschothorst@52.17,5.40;78.7;49.2;63;72.5;97.3;99;26.4;0.54;0.47;8;107;6;0.33;0;REJETEE;volume irregulier (CV 0.54)
Pays-Bas;nl_ovapi;Wijchen;nl_ovapi|wijchen@51.81,5.73;78.3;49.2;63;21;94.2;99;78;0.62;0.57;100;64;6;0.17;0;REJETEE;volume irregulier (CV 0.62) , ponctualite erratique (amplitude 100 pt)
Allemagne;de_gtfsde;;de_gtfsde|316827;75.5;48.8;65;67.2;95.9;99.5;32.3;1.19;1.15;5;13;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.19)
Pays-Bas;nl_ovapi;Geldermalsen;nl_ovapi|geldermalsen@51.88,5.27;69.7;48.7;70;76.7;92.8;99;22.3;0.77;0.78;33;183;6;0.17;0;REJETEE;volume irregulier (CV 0.77)
Allemagne;de_gtfsde;S Grünau (Berlin);de_gtfsde|sgrnauberlin@52.41,13.57;109;48.5;44;74.9;91.1;95.9;21;1.03;0.93;14;95;6;0;0;REJETEE;volume irregulier (CV 1.03)
Allemagne;de_gtfsde;;de_gtfsde|379516;105.3;48.5;46;52.1;72.2;77.3;25.3;1.33;1.26;32;20;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.33)
Pays-Bas;nl_ovapi;Hilversum Media Park;nl_ovapi|hilversummediapark@52.24,5.17;65.8;48.5;74;69.1;96.9;98.3;29.2;0.67;0.64;29;174;6;0.17;0;REJETEE;volume irregulier (CV 0.67)
Allemagne;de_gtfsde;;de_gtfsde|539704;133.8;48.3;36;89.1;100;100;10.9;0.98;0.91;0;76;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , trop parfaite (aucun retard > 5 min) , volume irregulier (CV 0.98)
Allemagne;de_gtfsde;;de_gtfsde|320215;90;48.3;54;40.4;74.1;88.6;48.2;1.16;1.09;12;9;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.16)
Allemagne;de_gtfsde;;de_gtfsde|85706;83.5;48;57;43.8;81.8;93.8;50;1.01;0.95;19;8;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.01)
Pays-Bas;nl_ovapi;Almere Muziekwijk;nl_ovapi|almeremuziekwijk@52.37,5.19;64.2;48;75;64.2;96.2;99;34.7;0.61;0.62;7;230;6;1;0;REJETEE;volume irregulier (CV 0.61)
Allemagne;de_gtfsde;;de_gtfsde|510642;96;47.8;50;40.3;63.4;76.4;36.1;1.24;1.2;50;17;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.24)
Pays-Bas;nl_ovapi;Amsterdam Lelylaan;nl_ovapi|amsterdamlelylaan@52.36,4.83;83.3;47.8;57;57.5;96.9;99.7;42.2;0.78;0.81;9;235;6;2.17;0;REJETEE;volume irregulier (CV 0.78)
Allemagne;de_gtfsde;;de_gtfsde|89984;72.8;47.5;65;55.8;87.4;93.2;37.4;1.34;1.29;16;6;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.34)
Allemagne;de_gtfsde;;de_gtfsde|565227;134.3;47.3;35;29.1;57.1;77.8;48.7;1.34;1.28;28;26;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.34)
Allemagne;de_gtfsde;;de_gtfsde|24997;83.8;47.3;56;47.1;86.2;92.6;45.5;1.2;1.15;12;5;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.20)
Allemagne;de_gtfsde;Karlsruhe Kurt-Schumacher-Str.;de_gtfsde|karlsruhekurtschumacherstr@49.03,8.38;73.4;47.2;64;59.3;98.7;99.6;40.3;0.76;0.86;7;547;5;0;0;REJETEE;presente 5/6 jours , ponctualite 98.7 % > 98 % , volume irregulier (CV 0.76)
Allemagne;de_gtfsde;;de_gtfsde|356625;77;46.8;61;42.8;70.1;80.2;37.4;1;0.93;38;14;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.00)
Pays-Bas;nl_ovapi;Almere Poort;nl_ovapi|almerepoort@52.34,5.15;63.7;46.8;74;69.4;95.4;98.9;29.5;0.62;0.62;11;227;6;1;0;REJETEE;volume irregulier (CV 0.62)
Allemagne;de_gtfsde;;de_gtfsde|380418;95.3;46.5;49;60.8;90.3;96.2;35.5;1.02;0.94;48;6;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.02)
Allemagne;de_gtfsde;;de_gtfsde|625989;69.5;46.5;67;24.7;68.3;86;61.3;1.22;1.15;40;5;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.22)
Allemagne;de_gtfsde;;de_gtfsde|191126;127.5;46;36;81;94.6;97.3;16.3;1.19;1.14;7;53;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.19)
Allemagne;de_gtfsde;;de_gtfsde|138191;90.8;46;51;50.5;70.7;81;30.4;1.13;1.09;37;15;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.13)
Allemagne;de_gtfsde;;de_gtfsde|376430;75.5;46;61;42.4;78.3;89.7;47.3;1.17;1.11;25;9;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.17)
Allemagne;de_gtfsde;;de_gtfsde|492385;72.5;46;63;69;94.6;98.9;29.9;1.16;1.14;30;10;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.16)
Pays-Bas;nl_ovapi;Ravenstein;nl_ovapi|ravenstein@51.79,5.64;72.2;45.8;64;38.9;96.4;98.5;59.6;0.66;0.58;100;71;6;0.17;0;REJETEE;volume irregulier (CV 0.66) , ponctualite erratique (amplitude 100 pt)
Allemagne;de_gtfsde;Ettlingen Erbprinz / Schloss;de_gtfsde|ettlingenerbprinzschloss@48.94,8.40;69.6;45.6;66;58.3;96.5;97.8;39.5;0.79;0.89;5;629;5;0;0;REJETEE;presente 5/6 jours , volume irregulier (CV 0.79)
Allemagne;de_gtfsde;;de_gtfsde|138020;82.5;45.5;55;37.4;81.3;92.9;55.5;1.12;1.04;31;6;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.12)
Pays-Bas;nl_ovapi;Houten;nl_ovapi|houten@52.03,5.17;53.8;45.5;85;80.6;97.1;99.3;18.7;0.86;0.79;7;133;6;0.17;0;REJETEE;volume irregulier (CV 0.86)
Allemagne;de_gtfsde;;de_gtfsde|400431;83.3;45.3;54;55.2;85.1;92.3;37;1.17;1.11;27;5;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.17)
Pays-Bas;nl_ovapi;'s-Hertogenbosch Oost;nl_ovapi|shertogenboschoost@51.70,5.32;59.7;45.3;76;49.3;95.6;97.8;48.5;0.44;0.39;7;92;6;0.17;0;REJETEE;volume irregulier (CV 0.44)
Pays-Bas;nl_ovapi;Houten Castellum;nl_ovapi|houtencastellum@52.02,5.18;53.8;45.3;84;74.3;96.3;98.9;24.6;0.85;0.79;33;133;6;0.17;0;REJETEE;volume irregulier (CV 0.85)
Pays-Bas;nl_ovapi;Middelburg;nl_ovapi|middelburg@51.50,3.62;70.8;45.2;64;70.5;97.8;99.6;29.2;0.4;0.31;6;90;6;0.5;0;REJETEE;volume irregulier (CV 0.40)
Pays-Bas;nl_ovapi;Culemborg;nl_ovapi|culemborg@51.95,5.23;53.7;45.2;84;50.9;93;98.5;47.6;0.85;0.79;33;134;6;0.17;0;REJETEE;volume irregulier (CV 0.85)
Etats-Unis;us_mta_mnr;;us_mta_mnr|74;145.7;45;31;47.8;87;96.3;48.5;0.24;0.26;19;53;6;0;0;REJETEE;identite non resolue
Etats-Unis;us_mta_mnr;;us_mta_mnr|33;132.2;45;34;42.6;85.6;97.8;55.2;0.09;0.11;26;79;6;0;0;REJETEE;identite non resolue
Pays-Bas;nl_ovapi;Rosmalen;nl_ovapi|rosmalen@51.72,5.37;59.7;45;75;61.1;94.8;97.8;36.7;0.45;0.39;8;92;6;0.17;0;REJETEE;volume irregulier (CV 0.45)
Allemagne;de_gtfsde;;de_gtfsde|237992;98.5;44.8;45;33.5;61.5;78.8;45.3;0.94;0.88;53;12;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 0.94)
Pays-Bas;nl_ovapi;Gouda Goverwelle;nl_ovapi|goudagoverwelle@52.01,4.74;62.3;44.8;72;78.1;94.4;98.1;20.1;0.64;0.54;29;130;6;0.17;0;REJETEE;volume irregulier (CV 0.64)
Pays-Bas;nl_ovapi;Utrecht Lunetten;nl_ovapi|utrechtlunetten@52.07,5.14;53.8;44.7;83;78.4;97.4;99.3;20.9;0.86;0.79;6;133;6;0.17;0;REJETEE;volume irregulier (CV 0.86)
Pays-Bas;nl_ovapi;Nijmegen Lent;nl_ovapi|nijmegenlent@51.86,5.86;75.5;44.5;59;53.6;93.6;99.3;45.7;0.69;0.64;97;54;6;0.33;0;REJETEE;volume irregulier (CV 0.69) , ponctualite erratique (amplitude 97 pt)
Allemagne;de_gtfsde;;de_gtfsde|652909;71.3;44.5;62;64;94.4;99.4;35.4;1.21;1.13;8;19;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.21)
Allemagne;de_gtfsde;;de_gtfsde|393998;78.5;44.3;56;41.2;79.1;92.7;51.4;1.42;1.38;33;12;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.42)
Pays-Bas;nl_ovapi;Arnhem Zuid;nl_ovapi|arnhemzuid@51.96,5.85;75.7;44.2;58;63.4;93.6;99.2;35.8;0.69;0.63;9;55;6;0.33;0;REJETEE;volume irregulier (CV 0.69)
Allemagne;de_gtfsde;;de_gtfsde|626879;74.8;44;59;27.3;75.6;92.6;65.3;1.1;1.1;67;9;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.10) , ponctualite erratique (amplitude 67 pt)
Etats-Unis;us_mta_mnr;;us_mta_mnr|140;125.5;43.8;35;51.3;82.1;93.9;42.6;0.18;0.19;29;64;6;0;0;REJETEE;identite non resolue
Allemagne;de_gtfsde;;de_gtfsde|468538;101.5;43.8;43;41.1;66.3;81.7;40.6;1.14;1.05;31;15;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.14)
Allemagne;de_gtfsde;;de_gtfsde|309903;75.8;43.8;58;20;71.4;93.1;73.1;1.15;1.15;50;11;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.15)
Etats-Unis;us_mta_mnr;;us_mta_mnr|138;80.7;43.7;54;49.6;83.2;94.7;45;0.14;0.13;25;75;6;0;0;REJETEE;identite non resolue
Etats-Unis;us_mta_mnr;;us_mta_mnr|116;104.7;43.5;42;46.7;82.4;95;48.3;0.22;0.24;22;57;6;0;0;REJETEE;identite non resolue
Etats-Unis;us_mta_mnr;;us_mta_mnr|27;104.7;43.5;42;44.1;87;97.7;53.6;0.12;0.1;30;82;6;0;0;REJETEE;identite non resolue
Etats-Unis;us_mta_mnr;;us_mta_mnr|31;103.7;43.5;42;42.9;86.2;97.7;54.8;0.12;0.09;28;83;6;0;0;REJETEE;identite non resolue
Allemagne;de_gtfsde;;de_gtfsde|99760;82.8;43.5;53;51.7;81.6;90.8;39.1;1.13;1.09;35;5;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.13)
Allemagne;de_gtfsde;;de_gtfsde|431746;71.5;43.5;61;73;94.8;99.4;26.4;1.22;1.19;8;12;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.22)
Allemagne;de_gtfsde;;de_gtfsde|420797;70.5;43.5;62;37.4;66.7;81;43.7;1.19;1.08;44;17;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.19)
Allemagne;de_gtfsde;;de_gtfsde|386530;58.5;43.3;74;28.3;53.8;73.4;45.1;1.08;1.02;50;5;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.08)
Pays-Bas;nl_ovapi;Rotterdam Alexander;nl_ovapi|rotterdamalexander@51.95,4.55;68;43;63;53.9;94.6;98.1;44.2;0.38;0.35;12;143;6;1.83;0;REJETEE;volume irregulier (CV 0.38)
Allemagne;de_gtfsde;;de_gtfsde|625189;78.5;42.8;54;45.6;83;93;47.4;1.21;1.18;29;8;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.21)
Allemagne;de_gtfsde;;de_gtfsde|504061;71.5;42.8;60;68.4;94.7;98.2;29.8;1.17;1.15;29;12;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.17)
Australie;au_translink_seq;Ormiston station;au_translink_seq|ormistonstation@-27.51,153.26;69.7;42.8;61;60.7;98.4;100;39.3;0.26;0.26;5;75;6;0;0.33;REJETEE;ponctualite 98.4 % > 98 %
Allemagne;de_gtfsde;;de_gtfsde|324900;65.8;42.8;65;99.4;100;100;0.6;0.9;0.85;0;7;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , trop parfaite (99 % sous 60 s) , volume irregulier (CV 0.90)
Allemagne;de_gtfsde;;de_gtfsde|528705;63.3;42.8;68;90.1;100;100;9.9;0.91;0.84;0;5;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , trop parfaite (aucun retard > 5 min) , volume irregulier (CV 0.91)
Etats-Unis;us_mta_mnr;;us_mta_mnr|134;76.5;42.7;56;46.5;80.5;92.2;45.7;0.14;0.1;25;80;6;0;0;REJETEE;identite non resolue
Pays-Bas;nl_ovapi;Groningen Europapark;nl_ovapi|groningeneuropapark@53.20,6.59;65.7;42.7;65;75;97.7;100;25;0.9;0.89;13;371;6;0.5;0;REJETEE;volume irregulier (CV 0.90)
Pays-Bas;nl_ovapi;Nieuw Vennep;nl_ovapi|nieuwvennep@52.26,4.65;57.7;42.7;74;76.6;96.9;98.4;21.9;0.65;0.61;15;96;6;0;0;REJETEE;volume irregulier (CV 0.65)
Allemagne;de_gtfsde;;de_gtfsde|209607;96.3;42.3;44;73.4;91.7;96.4;23.1;0.97;0.92;35;6;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 0.97)
Allemagne;de_gtfsde;;de_gtfsde|422951;83;42.3;51;82.8;90.5;95.9;13;1.07;0.99;15;8;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.07)
Allemagne;de_gtfsde;;de_gtfsde|314341;75.8;42.3;56;75.1;94.7;98.2;23.1;0.98;0.9;7;8;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 0.98)
Etats-Unis;us_mta_mnr;;us_mta_mnr|188;80.7;42.2;52;50.6;83.4;94.5;43.9;0.14;0.13;25;75;6;0;0;REJETEE;identite non resolue
Etats-Unis;us_mta_mnr;;us_mta_mnr|128;75;42.2;56;45.8;79.8;91.7;45.8;0.12;0.09;25;82;6;0;0;REJETEE;identite non resolue
Allemagne;de_gtfsde;;de_gtfsde|609315;74.8;42;56;75;96.4;98.2;23.2;1.08;1.01;6;7;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.08)
Allemagne;de_gtfsde;;de_gtfsde|601351;59;42;71;22.6;72.6;91.1;68.5;1.21;1.16;43;4;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.21)
Allemagne;de_gtfsde;;de_gtfsde|225628;56.8;42;74;24.4;42.9;56.5;32.1;1.01;0.93;81;31;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.01) , ponctualite erratique (amplitude 81 pt)
Pays-Bas;nl_ovapi;Horst-Sevenum;nl_ovapi|horstsevenum@51.43,6.04;51.3;42;82;52.4;94;98.4;46;0.47;0.42;15;103;6;0.17;0;REJETEE;volume irregulier (CV 0.47)
Allemagne;de_gtfsde;;de_gtfsde|262130;95.8;41.8;44;76;91.6;96.4;20.4;0.95;0.89;27;6;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 0.95)
Allemagne;de_gtfsde;;de_gtfsde|36447;93.3;41.8;45;73.7;91.6;96.4;22.8;0.97;0.91;41;6;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 0.97)
Pays-Bas;nl_ovapi;Hengelo;nl_ovapi|hengelo@52.26,6.79;74.5;41.8;56;68.5;92;94.4;25.9;0.54;0.58;13;224;6;0.83;0;REJETEE;volume irregulier (CV 0.54)
Pays-Bas;nl_ovapi;Vlissingen;nl_ovapi|vlissingen@51.44,3.60;69.3;41.7;60;84.4;98.4;99.6;15.2;0.41;0.32;7;94;6;0.5;0;REJETEE;ponctualite 98.4 % > 98 % , volume irregulier (CV 0.41)
Allemagne;de_gtfsde;;de_gtfsde|551572;127.5;41.5;33;80.1;95.8;97.6;17.5;1.19;1.14;5;53;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.19)
Pays-Bas;nl_ovapi;Almelo;nl_ovapi|almelo@52.36,6.66;88.8;41.5;47;66.3;96.4;98.4;32.1;0.68;0.65;6;177;6;0.33;0;REJETEE;volume irregulier (CV 0.68)
Allemagne;de_gtfsde;;de_gtfsde|481642;78.5;41.5;53;51.2;84.3;95.2;44;1.04;1;19;14;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.04)
Allemagne;de_gtfsde;;de_gtfsde|160951;76;41.5;55;32.5;74.1;95.2;62.7;1.17;1.15;43;12;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.17)
Allemagne;de_gtfsde;;de_gtfsde|176510;75;41.5;55;41;72.3;88.6;47.6;1.25;1.21;30;18;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.25)
Pays-Bas;nl_ovapi;Schagen;nl_ovapi|schagen@52.79,4.81;51.2;41.3;81;48;96.8;98.8;50.8;0.43;0.38;7;139;6;0;0;REJETEE;volume irregulier (CV 0.43)
Allemagne;de_gtfsde;;de_gtfsde|492334;87.5;41;47;80.5;96.3;98.8;18.3;1.27;1.26;5;8;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.27)
Allemagne;de_gtfsde;;de_gtfsde|632461;85;41;48;75.6;89;94.5;18.9;1.05;1;16;6;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.05)
Allemagne;de_gtfsde;;de_gtfsde|559150;87.5;40.8;47;36.8;56.4;70.6;33.7;1.13;1.1;52;12;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.13)
Pays-Bas;nl_ovapi;Tilburg Reeshof;nl_ovapi|tilburgreeshof@51.57,4.99;56.8;40.7;72;75;95.9;98.8;23.8;0.47;0.41;7;95;6;0.17;0;REJETEE;volume irregulier (CV 0.47)
Allemagne;de_gtfsde;;de_gtfsde|524194;96.5;40.5;42;26.5;58;85.8;59.3;1.4;1.34;67;17;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.40) , ponctualite erratique (amplitude 67 pt)
Allemagne;de_gtfsde;;de_gtfsde|545494;72.5;40.5;56;43.2;61.1;73.5;30.2;1.34;1.27;60;20;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.34)
Pays-Bas;nl_ovapi;Nijmegen Dukenburg;nl_ovapi|nijmegendukenburg@51.82,5.79;67.3;40.5;60;53.1;95.1;99.2;46.1;0.48;0.45;100;79;6;0.17;0;REJETEE;volume irregulier (CV 0.48) , ponctualite erratique (amplitude 100 pt)
Pays-Bas;nl_ovapi;Hilversum Sportpark;nl_ovapi|hilversumsportpark@52.22,5.19;56.7;40.5;71;64.6;97.9;99.6;35;0.56;0.56;8;154;6;0.5;0;REJETEE;volume irregulier (CV 0.56)
Allemagne;de_gtfsde;;de_gtfsde|230198;57.5;40;70;37.5;65.6;81.9;44.4;1.02;0.97;37;12;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.02)
Allemagne;de_gtfsde;;de_gtfsde|482229;94.8;39.8;42;80.5;92.5;95.6;15.1;1;0.92;8;85;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.00)
Allemagne;de_gtfsde;;de_gtfsde|468819;87.8;39.8;45;74.8;94.3;98.1;23.3;1.24;1.19;7;6;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.24)
Allemagne;de_gtfsde;;de_gtfsde|207847;57;39.5;69;70.3;93.7;96.2;25.9;1.02;0.99;9;11;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.02)
Allemagne;de_gtfsde;;de_gtfsde|85137;61.3;39.3;64;32.5;78.3;94.9;62.4;1.38;1.33;25;6;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.38)
Pays-Bas;nl_ovapi;Breukelen;nl_ovapi|breukelen@52.17,4.99;51.5;39.3;76;58.9;97;98.7;39.8;0.47;0.45;11;117;6;0.17;0;REJETEE;volume irregulier (CV 0.47)
Allemagne;de_gtfsde;;de_gtfsde|427410;80.5;39;48;75.6;89.7;94.2;18.6;1.12;1.03;19;21;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.12)
