pays;reseau;nom;cle;N;Nobs;fraicheur;p60;p300;p600;dispersion;cvVolume;cvBrut;amplitudePonct;effetWeekend;jours;annulJour;supprJour;verdict;motif
France;fr_sncf;Pagny-sur-Moselle;fr_sncf|UIC87192468;17.5;3.3;19;53.8;76.9;84.6;30.8;0.67;0.72;100;600;4;0.25;0;REJETEE;presente 4/6 jours , volume observable 3.3 < 15 , volume irregulier (CV 0.67) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Fréjus;fr_sncf|UIC87757500;17.5;3.3;19;76.9;92.3;92.3;15.4;0.72;0.74;100;89;4;0;0;REJETEE;presente 4/6 jours , volume observable 3.3 < 15 , volume irregulier (CV 0.72) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Le Dramont;fr_sncf|UIC87757542;16.8;3.3;19;61.5;76.9;84.6;23.1;0.74;0.75;38;86;4;0;0.25;REJETEE;presente 4/6 jours , volume observable 3.3 < 15 , volume irregulier (CV 0.74)
France;fr_sncf;Mulhouse Dornach;fr_sncf|UIC87182055;15.8;3.3;21;76.9;76.9;92.3;15.4;0.78;0.84;100;800;4;0;0;REJETEE;presente 4/6 jours , volume observable 3.3 < 15 , volume irregulier (CV 0.78) , ponctualite erratique (amplitude 100 pt)
Allemagne;de_gtfsde;;de_gtfsde|338136;13.3;3.3;25;30.8;46.2;53.8;23.1;1.12;0.99;100;38;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 3.3 < 15 , volume irregulier (CV 1.12) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Modane;fr_sncf|UIC87742007;13.2;3.3;25;85;90;95;10;0.53;0.5;100;82;6;0;0;REJETEE;volume observable 3.3 < 15 , volume irregulier (CV 0.53) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Castillon;fr_sncf|UIC87584136;13;3.3;25;46.2;53.8;84.6;38.5;0.9;0.8;100;58;4;0;0;REJETEE;presente 4/6 jours , volume observable 3.3 < 15 , volume irregulier (CV 0.90) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Calais - Fréthun;fr_sncf|UIC87281071;10.8;3.3;30;61.5;76.9;76.9;15.4;0.27;0.49;43;291;4;0;0.25;REJETEE;presente 4/6 jours , volume observable 3.3 < 15
France;fr_sncf;Le Buisson;fr_sncf|UIC87595751;10.5;3.3;31;7.7;84.6;92.3;84.6;0.41;0.46;50;163;4;0;0.5;REJETEE;presente 4/6 jours , volume observable 3.3 < 15 , volume irregulier (CV 0.41)
France;fr_sncf;Bédarrides;fr_sncf|UIC87765198;10.5;3.3;31;53.8;92.3;100;46.2;0.45;0.27;20;68;4;0.25;0;REJETEE;presente 4/6 jours , volume observable 3.3 < 15 , volume irregulier (CV 0.45)
Allemagne;de_gtfsde;;de_gtfsde|423043;9.5;3.3;34;84.6;92.3;100;15.4;1.12;1.06;100;26;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 3.3 < 15 , volume irregulier (CV 1.12) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Lancey;fr_sncf|UIC87417501;9;3.3;36;76.9;92.3;92.3;15.4;0.87;0.73;13;44;4;0;0.25;REJETEE;presente 4/6 jours , volume observable 3.3 < 15 , volume irregulier (CV 0.87)
France;fr_sncf;Goncelin;fr_sncf|UIC87747477;9;3.3;36;84.6;92.3;92.3;7.7;0.96;0.73;100;44;4;0;0.25;REJETEE;presente 4/6 jours , volume observable 3.3 < 15 , volume irregulier (CV 0.96) , ponctualite erratique (amplitude 100 pt)
Etats-Unis;us_mbta;Wickford Junction;us_mbta|wickfordjunction@41.58,-71.49;8.8;3.3;37;100;100;100;0;0.3;0.28;0;;4;0;0;REJETEE;presente 4/6 jours , volume observable 3.3 < 15 , trop parfaite (100 % sous 60 s)
Pays-Bas;nl_ovapi;Opheusden;nl_ovapi|opheusden@51.93,5.64;8.5;3.3;38;100;100;100;0;0.51;0.6;0;92;4;0;0;REJETEE;presente 4/6 jours , volume observable 3.3 < 15 , trop parfaite (100 % sous 60 s) , volume irregulier (CV 0.51)
France;fr_sncf;Neuburg (Rhein);fr_sncf|UIC80646141;7.8;3.3;42;92.3;92.3;92.3;0;0.56;0.58;50;138;4;0;0;REJETEE;presente 4/6 jours , volume observable 3.3 < 15 , distribution degeneree (0.0 pt) , volume irregulier (CV 0.56)
Etats-Unis;us_mbta;Kendal Green;us_mbta|kendalgreen@42.38,-71.28;7.8;3.3;42;100;100;100;0;0.29;0.33;0;63;4;0;0;REJETEE;presente 4/6 jours , volume observable 3.3 < 15 , trop parfaite (100 % sous 60 s)
Allemagne;de_gtfsde;;de_gtfsde|124096;7;3.3;46;84.6;100;100;15.4;0.99;0.91;100;36;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 3.3 < 15 , trop parfaite (aucun retard > 5 min) , volume irregulier (CV 0.99) , ponctualite erratique (amplitude 100 pt)
Etats-Unis;us_mbta;North Leominster;us_mbta|northleominster@42.54,-71.74;6.5;3.3;50;100;100;100;0;0.52;0.54;0;63;4;0;0;REJETEE;presente 4/6 jours , volume observable 3.3 < 15 , trop parfaite (100 % sous 60 s) , volume irregulier (CV 0.52)
France;fr_sncf;Les Aubrais;fr_sncf|UIC87543017;27;3.2;12;81.3;87.5;87.5;6.3;0.5;0.59;100;281;5;1.2;0.2;REJETEE;presente 5/6 jours , volume observable 3.2 < 15 , volume irregulier (CV 0.50) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Vannes;fr_sncf|UIC87476606;26.8;3.2;12;37.5;87.5;87.5;50;0.56;0.64;100;287;5;0;0;REJETEE;presente 5/6 jours , volume observable 3.2 < 15 , volume irregulier (CV 0.56) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Lorient;fr_sncf|UIC87476002;21.6;3.2;15;62.5;75;93.8;31.3;0.51;0.57;57;236;5;0;0;REJETEE;presente 5/6 jours , volume observable 3.2 < 15 , volume irregulier (CV 0.51)
France;fr_sncf;Épernon;fr_sncf|UIC87394114;19.8;3.2;16;68.8;81.3;87.5;18.8;0.44;0.5;100;221;5;1.2;0;REJETEE;presente 5/6 jours , volume observable 3.2 < 15 , volume irregulier (CV 0.44) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Villefranche-sur-Saône;fr_sncf|UIC87721332;19.2;3.2;17;75;75;87.5;12.5;1;0.8;100;75;5;0;0.4;REJETEE;presente 5/6 jours , volume observable 3.2 < 15 , volume irregulier (CV 1.00) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Épinal;fr_sncf|UIC87144006;17.8;3.2;18;89.5;89.5;94.7;5.3;0.77;0.97;100;692;6;0;0.17;REJETEE;volume observable 3.2 < 15 , volume irregulier (CV 0.77) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Lozanne;fr_sncf|UIC87721423;15.2;3.2;21;75;87.5;93.8;18.8;1.11;0.95;100;74;5;0;0;REJETEE;presente 5/6 jours , volume observable 3.2 < 15 , volume irregulier (CV 1.11) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Montauban Ville Bourbon;fr_sncf|UIC87611244;14.8;3.2;21;31.6;52.6;68.4;36.8;0.6;0.73;67;339;6;1.33;0;REJETEE;volume observable 3.2 < 15 , volume irregulier (CV 0.60) , ponctualite erratique (amplitude 67 pt)
France;fr_sncf;Saint-Quentin-Fallavier;fr_sncf|UIC87723387;10.4;3.2;31;75;81.3;81.3;6.3;0.41;0.53;33;129;5;0.8;0;REJETEE;presente 5/6 jours , volume observable 3.2 < 15 , volume irregulier (CV 0.41)
France;fr_sncf;Cessieu;fr_sncf|UIC87723452;9.2;3.2;35;75;87.5;93.8;18.8;0.62;0.6;25;126;5;0.8;0;REJETEE;presente 5/6 jours , volume observable 3.2 < 15 , volume irregulier (CV 0.62)
Etats-Unis;us_mbta;Waverley;us_mbta|waverley@42.39,-71.19;6.2;3.2;52;100;100;100;0;0.59;0.62;0;95;5;0;0;REJETEE;presente 5/6 jours , volume observable 3.2 < 15 , trop parfaite (100 % sous 60 s) , volume irregulier (CV 0.59)
Pays-Bas;nl_ovapi;Brussel-Noord;nl_ovapi|brusselnoord@50.86,4.36;27;3;11;100;100;100;0;0.35;0.28;0;115;4;0.5;0;REJETEE;presente 4/6 jours , volume observable 3.0 < 15 , trop parfaite (100 % sous 60 s)
France;fr_sncf;Haguenau;fr_sncf|UIC87213058;26.8;3;11;83.3;83.3;83.3;0;0.49;0.59;100;346;4;0.75;0;REJETEE;presente 4/6 jours , volume observable 3.0 < 15 , distribution degeneree (0.0 pt) , volume irregulier (CV 0.49) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Blois - Chambord;fr_sncf|UIC87574004;22.8;3;13;91.7;91.7;91.7;0;0.28;0.41;33;225;4;0.75;0;REJETEE;presente 4/6 jours , volume observable 3.0 < 15 , distribution degeneree (0.0 pt)
France;fr_sncf;Vendenheim;fr_sncf|UIC87212118;22.5;3;13;50;75;83.3;33.3;0.42;0.5;75;246;4;0.25;0;REJETEE;presente 4/6 jours , volume observable 3.0 < 15 , volume irregulier (CV 0.42) , ponctualite erratique (amplitude 75 pt)
France;fr_sncf;Compiègne;fr_sncf|UIC87276691;22.3;3;13;75;83.3;91.7;16.7;0.5;0.6;100;345;4;0.5;0.5;REJETEE;presente 4/6 jours , volume observable 3.0 < 15 , volume irregulier (CV 0.50) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Gardanne;fr_sncf|UIC87751420;22.2;3;14;88.9;94.4;94.4;5.6;0.72;0.71;100;96;6;0.33;0;REJETEE;volume observable 3.0 < 15 , volume irregulier (CV 0.72) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Bourg-en-Bresse;fr_sncf|UIC87743005;21.6;3;14;53.3;86.7;100;46.7;0.67;0.65;100;174;5;0;0.2;REJETEE;presente 5/6 jours , volume observable 3.0 < 15 , volume irregulier (CV 0.67) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Bischoffsheim;fr_sncf|UIC87214296;21;3;14;91.7;100;100;8.3;0.46;0.63;100;367;4;0;0.5;REJETEE;presente 4/6 jours , volume observable 3.0 < 15 , trop parfaite (aucun retard > 5 min) , volume irregulier (CV 0.46) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Cannes La Bocca;fr_sncf|UIC87757617;18.5;3;16;75;91.7;91.7;16.7;0.82;0.76;17;85;4;0;0.25;REJETEE;presente 4/6 jours , volume observable 3.0 < 15 , volume irregulier (CV 0.82)
France;fr_sncf;Agay;fr_sncf|UIC87757559;17.5;3;17;58.3;75;83.3;25;0.72;0.74;43;89;4;0;0.25;REJETEE;presente 4/6 jours , volume observable 3.0 < 15 , volume irregulier (CV 0.72)
France;fr_sncf;La Rochelle;fr_sncf|UIC87485003;17.3;3;17;58.3;83.3;91.7;33.3;0.55;0.76;100;475;4;0;0;REJETEE;presente 4/6 jours , volume observable 3.0 < 15 , volume irregulier (CV 0.55) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Saumur;fr_sncf|UIC87487603;16.8;3;18;66.7;73.3;86.7;20;0.58;0.69;100;354;5;1.2;0;REJETEE;presente 5/6 jours , volume observable 3.0 < 15 , volume irregulier (CV 0.58) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Anthéor Cap Roux;fr_sncf|UIC87757567;16.3;3;18;58.3;75;83.3;25;0.76;0.74;43;91;4;0;0.25;REJETEE;presente 4/6 jours , volume observable 3.0 < 15 , volume irregulier (CV 0.76)
France;fr_sncf;Agen;fr_sncf|UIC87586008;14.8;3;20;44.4;61.1;66.7;22.2;0.64;0.75;100;393;6;0.83;0;REJETEE;volume observable 3.0 < 15 , volume irregulier (CV 0.64) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Nogent-le-Rotrou;fr_sncf|UIC87394296;14.6;3;21;80;80;86.7;6.7;0.4;0.48;50;215;5;0.4;0;REJETEE;presente 5/6 jours , volume observable 3.0 < 15 , volume irregulier (CV 0.40)
France;fr_sncf;Le Coteau;fr_sncf|UIC87726828;14.4;3;21;86.7;93.3;100;13.3;0.89;0.86;20;80;5;0;0;REJETEE;presente 5/6 jours , volume observable 3.0 < 15 , volume irregulier (CV 0.89)
France;fr_sncf;Saint-Michel - Valloire;fr_sncf|UIC87742361;14.4;3;21;80;86.7;86.7;6.7;0.57;0.45;33;58;5;0;0;REJETEE;presente 5/6 jours , volume observable 3.0 < 15 , volume irregulier (CV 0.57)
France;fr_sncf;Saint-Avre - La Chambre;fr_sncf|UIC87741306;14.4;3;21;40;66.7;80;40;0.57;0.43;50;58;5;0;0;REJETEE;presente 5/6 jours , volume observable 3.0 < 15 , volume irregulier (CV 0.57)
France;fr_sncf;Étampes;fr_sncf|UIC87545137;14.3;3;21;58.3;100;100;41.7;0.39;0.28;0;97;4;0.25;0;REJETEE;presente 4/6 jours , volume observable 3.0 < 15 , trop parfaite (aucun retard > 5 min) , volume irregulier (CV 0.39)
France;fr_sncf;Saintes;fr_sncf|UIC87491001;14;3;21;58.3;75;100;41.7;0.53;0.68;50;300;4;0.25;0;REJETEE;presente 4/6 jours , volume observable 3.0 < 15 , volume irregulier (CV 0.53)
France;fr_sncf;Tarascon-sur-Rhône;fr_sncf|UIC87765354;14;3;21;61.1;72.2;77.8;16.7;1.06;0.71;100;129;6;0.17;0.17;REJETEE;volume observable 3.0 < 15 , volume irregulier (CV 1.06) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;La Villette Saint-Prest;fr_sncf|UIC87394171;13.8;3;22;83.3;91.7;91.7;8.3;0.72;0.33;50;162;4;0.5;1.25;REJETEE;presente 4/6 jours , volume observable 3.0 < 15 , volume irregulier (CV 0.72)
France;fr_sncf;Puyoô;fr_sncf|UIC87672279;12.8;3;24;50;75;91.7;41.7;0.52;0.26;50;76;4;0.25;0;REJETEE;presente 4/6 jours , volume observable 3.0 < 15 , volume irregulier (CV 0.52)
Allemagne;de_gtfsde;;de_gtfsde|551767;11.8;3;26;66.7;91.7;91.7;25;1.17;1.05;100;20;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 3.0 < 15 , volume irregulier (CV 1.17) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Lyon-Part-Dieu Gare Routière;fr_sncf|UIC87697128;11.8;3;26;100;100;100;0;0.28;0.3;0;44;4;0;0;REJETEE;presente 4/6 jours , volume observable 3.0 < 15 , trop parfaite (100 % sous 60 s)
France;fr_sncf;Saint-Loubès;fr_sncf|UIC87584730;11.7;3;26;66.7;88.9;100;33.3;0.75;0.72;100;104;6;1.83;0.17;REJETEE;volume observable 3.0 < 15 , volume irregulier (CV 0.75) , ponctualite erratique (amplitude 100 pt)
Allemagne;de_gtfsde;;de_gtfsde|375359;11.5;3;26;58.3;75;83.3;25;1.2;1.03;100;21;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 3.0 < 15 , volume irregulier (CV 1.20) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Montargis;fr_sncf|UIC87684001;10.3;3;29;66.7;83.3;83.3;16.7;0.5;0.57;100;156;4;0;0;REJETEE;presente 4/6 jours , volume observable 3.0 < 15 , volume irregulier (CV 0.50) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Brignoud;fr_sncf|UIC87747451;9;3;33;83.3;91.7;91.7;8.3;0.93;0.73;100;44;4;0;0.25;REJETEE;presente 4/6 jours , volume observable 3.0 < 15 , volume irregulier (CV 0.93) , ponctualite erratique (amplitude 100 pt)
Allemagne;de_gtfsde;;de_gtfsde|196613;8.5;3;35;66.7;83.3;100;33.3;1.4;1.12;100;29;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 3.0 < 15 , volume irregulier (CV 1.40) , ponctualite erratique (amplitude 100 pt)
Etats-Unis;us_mbta;Ayer;us_mbta|ayer@42.56,-71.59;7;3;43;100;100;100;0;0.58;0.52;0;75;4;0;0;REJETEE;presente 4/6 jours , volume observable 3.0 < 15 , trop parfaite (100 % sous 60 s) , volume irregulier (CV 0.58)
Etats-Unis;us_mbta;Montserrat;us_mbta|montserrat@42.56,-70.87;6.8;3;44;100;100;100;0;0.48;0.51;0;105;5;0;0;REJETEE;presente 5/6 jours , volume observable 3.0 < 15 , trop parfaite (100 % sous 60 s) , volume irregulier (CV 0.48)
Etats-Unis;us_mbta;Beverly Farms;us_mbta|beverlyfarms@42.56,-70.81;6.8;3;44;100;100;100;0;0.48;0.51;0;133;5;0;0;REJETEE;presente 5/6 jours , volume observable 3.0 < 15 , trop parfaite (100 % sous 60 s) , volume irregulier (CV 0.48)
Etats-Unis;us_mbta;Shirley;us_mbta|shirley@42.55,-71.65;6.8;3;44;100;100;100;0;0.5;0.48;0;69;4;0;0;REJETEE;presente 4/6 jours , volume observable 3.0 < 15 , trop parfaite (100 % sous 60 s) , volume irregulier (CV 0.50)
France;fr_sncf;Chêne-Bourg;fr_sncf|UIC85162743;29.3;2.8;9;100;100;100;0;0.54;0.55;100;144;4;0;0;REJETEE;presente 4/6 jours , volume observable 2.8 < 15 , trop parfaite (100 % sous 60 s) , volume irregulier (CV 0.54) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Saint-Brieuc;fr_sncf|UIC87473009;23.8;2.8;12;45.5;63.6;63.6;18.2;0.51;0.56;100;296;4;0;0;REJETEE;presente 4/6 jours , volume observable 2.8 < 15 , volume irregulier (CV 0.51) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Brumath;fr_sncf|UIC87212134;23.5;2.8;12;72.7;90.9;100;27.3;0.58;0.69;50;527;4;0;0;REJETEE;presente 4/6 jours , volume observable 2.8 < 15 , volume irregulier (CV 0.58)
France;fr_sncf;Obernai;fr_sncf|UIC87214288;21;2.8;13;100;100;100;0;0.46;0.63;100;367;4;0;0.5;REJETEE;presente 4/6 jours , volume observable 2.8 < 15 , trop parfaite (100 % sous 60 s) , volume irregulier (CV 0.46) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Longueau;fr_sncf|UIC87313049;18.8;2.8;15;72.7;90.9;100;27.3;0.51;0.73;100;477;4;0;0;REJETEE;presente 4/6 jours , volume observable 2.8 < 15 , volume irregulier (CV 0.51) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Auray;fr_sncf|UIC87476200;18.7;2.8;15;47.1;82.4;94.1;47.1;0.65;0.74;100;321;6;0;0;REJETEE;volume observable 2.8 < 15 , volume irregulier (CV 0.65) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Tullins Fures;fr_sncf|UIC87761759;18.6;2.8;15;50;78.6;78.6;28.6;0.57;0.67;38;167;5;0.8;0.4;REJETEE;presente 5/6 jours , volume observable 2.8 < 15 , volume irregulier (CV 0.57)
France;fr_sncf;Benfeld;fr_sncf|UIC87214122;18;2.8;15;72.7;90.9;90.9;18.2;0.44;0.54;100;300;4;0;0;REJETEE;presente 4/6 jours , volume observable 2.8 < 15 , volume irregulier (CV 0.44) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Biarritz;fr_sncf|UIC87673400;18;2.8;16;85.7;100;100;14.3;0.53;0.43;0;137;5;1.2;2.8;REJETEE;presente 5/6 jours , volume observable 2.8 < 15 , trop parfaite (aucun retard > 5 min) , volume irregulier (CV 0.53)
France;fr_sncf;Firminy;fr_sncf|UIC87726729;17.7;2.8;16;82.4;82.4;94.1;11.8;1.07;1.03;100;41;6;0.33;0.33;REJETEE;volume observable 2.8 < 15 , volume irregulier (CV 1.07) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Châlons-en-Champagne;fr_sncf|UIC87174003;17.5;2.8;16;81.8;81.8;90.9;9.1;0.47;0.61;33;400;4;0;0;REJETEE;presente 4/6 jours , volume observable 2.8 < 15 , volume irregulier (CV 0.47)
France;fr_sncf;Le Trayas;fr_sncf|UIC87757575;17;2.8;16;54.5;72.7;81.8;27.3;0.77;0.72;50;94;4;0;0.25;REJETEE;presente 4/6 jours , volume observable 2.8 < 15 , volume irregulier (CV 0.77)
France;fr_sncf;Blainville - Damelevières;fr_sncf|UIC87141135;16.8;2.8;16;54.5;63.6;81.8;27.3;0.46;0.56;67;347;4;0;0.25;REJETEE;presente 4/6 jours , volume observable 2.8 < 15 , volume irregulier (CV 0.46) , ponctualite erratique (amplitude 67 pt)
France;fr_sncf;La Loupe;fr_sncf|UIC87394254;15.3;2.8;18;63.6;81.8;90.9;27.3;0.38;0.23;50;144;4;0.25;0.25;REJETEE;presente 4/6 jours , volume observable 2.8 < 15 , volume irregulier (CV 0.38)
France;fr_sncf;Saint-Jean-de-Maurienne Arvan;fr_sncf|UIC87742320;14.4;2.8;19;50;71.4;78.6;28.6;0.54;0.43;50;58;5;0;0;REJETEE;presente 5/6 jours , volume observable 2.8 < 15 , volume irregulier (CV 0.54)
France;fr_sncf;Cassis;fr_sncf|UIC87751776;14.4;2.8;19;42.9;85.7;85.7;42.9;0.5;0.56;100;134;5;0.4;0;REJETEE;presente 5/6 jours , volume observable 2.8 < 15 , volume irregulier (CV 0.50) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Montereau;fr_sncf|UIC87682302;14.3;2.8;19;63.6;81.8;81.8;18.2;0.44;0.48;33;148;4;0;0;REJETEE;presente 4/6 jours , volume observable 2.8 < 15 , volume irregulier (CV 0.44)
France;fr_sncf;Beaune;fr_sncf|UIC87713545;14;2.8;20;50;100;100;50;0.55;0.69;0;212;5;0.4;0;REJETEE;presente 5/6 jours , volume observable 2.8 < 15 , trop parfaite (aucun retard > 5 min) , volume irregulier (CV 0.55)
France;fr_sncf;Le Quesnoy;fr_sncf|UIC87295857;13.8;2.8;20;81.8;90.9;100;18.2;0.19;0.38;50;189;4;0;0;REJETEE;presente 4/6 jours , volume observable 2.8 < 15
France;fr_sncf;Saint-Piat;fr_sncf|UIC87394148;13.8;2.8;20;72.7;90.9;90.9;18.2;0.72;0.33;100;162;4;0.5;1.25;REJETEE;presente 4/6 jours , volume observable 2.8 < 15 , volume irregulier (CV 0.72) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Legelshurst;fr_sncf|UIC80142901;13.5;2.8;20;54.5;90.9;90.9;36.4;0.25;0.36;17;184;4;0;0;REJETEE;presente 4/6 jours , volume observable 2.8 < 15
France;fr_sncf;Aime - La Plagne;fr_sncf|UIC87741769;13.2;2.8;22;88.2;88.2;88.2;0;0.39;0.33;100;104;6;0;0;REJETEE;volume observable 2.8 < 15 , distribution degeneree (0.0 pt) , volume irregulier (CV 0.39) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Notre-Dame de Briançon;fr_sncf|UIC87741694;13.2;2.8;22;58.8;88.2;88.2;29.4;0.64;0.38;33;87;6;0;0;REJETEE;volume observable 2.8 < 15 , volume irregulier (CV 0.64)
France;fr_sncf;Seyssel - Corbonod;fr_sncf|UIC87745828;12.4;2.8;23;21.4;64.3;71.4;50;0.44;0.43;100;95;5;0.2;0;REJETEE;presente 5/6 jours , volume observable 2.8 < 15 , volume irregulier (CV 0.44) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Issoire;fr_sncf|UIC87734202;12.2;2.8;23;64.3;71.4;78.6;14.3;0.49;0.4;50;145;5;0;0;REJETEE;presente 5/6 jours , volume observable 2.8 < 15 , volume irregulier (CV 0.49)
France;fr_sncf;La Gorp;fr_sncf|UIC87584755;11.7;2.8;24;58.8;82.4;94.1;35.3;0.75;0.72;100;104;6;1.83;0.17;REJETEE;volume observable 2.8 < 15 , volume irregulier (CV 0.75) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Hoenheim Tram;fr_sncf|UIC87338517;11;2.8;25;63.6;100;100;36.4;0.77;0.71;100;63;4;0;0;REJETEE;presente 4/6 jours , volume observable 2.8 < 15 , trop parfaite (aucun retard > 5 min) , volume irregulier (CV 0.77) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Lorraine TGV;fr_sncf|UIC87142109;11;2.8;25;78.6;78.6;85.7;7.1;0.18;0.26;100;116;5;0;0;REJETEE;presente 5/6 jours , volume observable 2.8 < 15 , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Montrond-les-Bains;fr_sncf|UIC87726885;9;2.8;31;63.6;90.9;100;36.4;0.72;0.52;100;50;4;0;0;REJETEE;presente 4/6 jours , volume observable 2.8 < 15 , volume irregulier (CV 0.72) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Veauche - Saint-Galmier;fr_sncf|UIC87726208;9;2.8;31;81.8;90.9;100;18.2;0.75;0.52;100;50;4;0;0;REJETEE;presente 4/6 jours , volume observable 2.8 < 15 , volume irregulier (CV 0.75) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Coarraze - Nay;fr_sncf|UIC87672139;8;2.8;34;63.6;72.7;72.7;9.1;0.47;0.18;60;100;4;0.25;0;REJETEE;presente 4/6 jours , volume observable 2.8 < 15 , volume irregulier (CV 0.47)
Etats-Unis;us_mbta;Manchester;us_mbta|manchester@42.57,-70.77;6.4;2.8;44;100;100;100;0;0.56;0.6;100;132;5;0;0;REJETEE;presente 5/6 jours , volume observable 2.8 < 15 , trop parfaite (100 % sous 60 s) , volume irregulier (CV 0.56) , ponctualite erratique (amplitude 100 pt)
Allemagne;de_gtfsde;Rainau-Schwabsberg, Bahnhof;de_gtfsde|rainauschwabsbergbahnhof@48.93,10.14;6;2.8;46;63.6;81.8;81.8;18.2;0.41;0.31;67;85;4;0;0;REJETEE;presente 4/6 jours , volume observable 2.8 < 15 , volume irregulier (CV 0.41) , ponctualite erratique (amplitude 67 pt)
Allemagne;de_gtfsde;Neuenburg (Baden) Bahnhof;de_gtfsde|neuenburgbadenbahnhof@47.81,7.56;5.8;2.8;48;63.6;63.6;72.7;9.1;0.46;0.54;100;64;4;0;0;REJETEE;presente 4/6 jours , volume observable 2.8 < 15 , volume irregulier (CV 0.46) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Simiane;fr_sncf|UIC87751438;22.2;2.7;12;93.8;93.8;93.8;0;0.73;0.71;100;96;6;0.33;0;REJETEE;volume observable 2.7 < 15 , distribution degeneree (0.0 pt) , volume irregulier (CV 0.73) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Lourdes;fr_sncf|UIC87671339;13.8;2.7;19;68.8;87.5;93.8;25;0.65;0.56;100;195;6;0.33;2.17;REJETEE;volume observable 2.7 < 15 , volume irregulier (CV 0.65) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Belfort - Montbéliard TGV;fr_sncf|UIC87300822;12.5;2.7;21;43.8;81.3;81.3;37.5;0.74;0.7;100;157;6;0;0;REJETEE;volume observable 2.7 < 15 , volume irregulier (CV 0.74) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Saint-Sulpice - Izon;fr_sncf|UIC87584722;11.7;2.7;23;62.5;87.5;100;37.5;0.75;0.72;100;104;6;1.83;0.17;REJETEE;volume observable 2.7 < 15 , volume irregulier (CV 0.75) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Saint-Quentin;fr_sncf|UIC87296004;16.4;2.6;16;76.9;92.3;100;23.1;0.77;0.9;100;574;5;0.8;0.2;REJETEE;presente 5/6 jours , volume observable 2.6 < 15 , volume irregulier (CV 0.77) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Grésy-sur-Aix;fr_sncf|UIC87746107;15.4;2.6;17;38.5;53.8;53.8;15.4;0.42;0.49;100;107;5;0.6;0.4;REJETEE;presente 5/6 jours , volume observable 2.6 < 15 , volume irregulier (CV 0.42) , ponctualite erratique (amplitude 100 pt)
